,index,Sample id,Contig_and_Gene id,Contig id,gene_id,gene_to_int,Target accession,query_name,Accession,Seq e-value,Seq score,Seq bias,dom e-value,dom score,dom bias,exp,reg,clu,ov,env,dom,rep,inc,description of target
304,1477,China.pigfarm.SRR5976187,199163_00033,199163,00033,33,-,vanT,RF0156,3.9e-58,199.7,0.0,5e-58,199.4,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase 1
305,1418,China.pigfarm.SRR5976187,201109_00005,201109,00005,5,-,vanH,RF0153,9.6e-18,66.4,0.4,1.2e-16,62.8,0.3,2.2,1,1,0,1,1,1,1,Hydroxypyruvate reductase
306,1220,China.pigfarm.SRR5976187,202134_00004,202134,00004,4,-,tet_ribosomoal_protect,RF0135,1.1e-08,36.1,0.2,1.8e-08,35.3,0.2,1.3,1,0,0,1,1,1,1,Sulfate adenylyltransferase subunit 1
307,574,China.pigfarm.SRR5976187,204249_00002,204249,00002,2,-,Chlor_Efflux_Pump,RF0051,3.8e-165,552.1,48.2,4.2e-165,551.9,48.2,1.0,1,0,0,1,1,1,1,Bicyclomycin resistance protein
308,1080,China.pigfarm.SRR5976187,204495_00003,204495,00003,3,-,tet_ribosomoal_protect,RF0135,2.9e-45,156.9,0.2,7.6e-31,109.3,0.8,3.0,2,1,1,3,3,3,3,Elongation factor 4
309,1328,China.pigfarm.SRR5976187,204699_00023,204699,00023,23,-,vanC,RF0151,8e-32,112.9,0.0,2.5e-27,98.1,0.0,2.0,1,1,1,2,2,2,2,D-alanine--D-alanine ligase B
310,979,China.pigfarm.SRR5976187,205173_00001,205173,00001,1,-,RND_efflux,RF0115,0.00024,21.5,4.4,0.0017,18.7,4.4,1.9,2,0,0,2,2,2,1,hypothetical protein
311,945,China.pigfarm.SRR5976187,205173_00002,205173,00002,2,-,RND_efflux,RF0115,7.9e-10,39.6,3.5,1.5e-09,38.8,3.5,1.4,1,0,0,1,1,1,1,Protein translocase subunit SecD
312,73,China.pigfarm.SRR5976187,206785_00004,206785,00004,4,-,adeA-adeI,RF0019,2.8e-14,55.0,0.2,1.4e-10,42.9,0.1,2.1,2,0,0,2,2,2,2,hypothetical protein
313,240,China.pigfarm.SRR5976187,206785_00005,206785,00005,5,-,RND_efflux,RF0115,2.4e-231,773.0,16.1,2.8e-231,772.8,16.1,1.0,1,0,0,1,1,1,1,Cobalt-zinc-cadmium resistance protein CzcA
314,1129,China.pigfarm.SRR5976187,206785_00008,206785,00008,8,-,tet_ribosomoal_protect,RF0135,8.6e-41,142.1,0.0,3.8e-26,93.8,0.4,2.3,1,1,1,2,2,2,2,Elongation factor 4
315,1413,China.pigfarm.SRR5976187,206918_00003,206918,00003,3,-,vanH,RF0153,4.1e-18,67.6,0.3,5e-17,64.1,0.3,2.0,1,1,0,1,1,1,1,Hydroxypyruvate reductase
316,689,China.pigfarm.SRR5976187,207347_00005,207347,00005,5,-,ClassB,RF0054,9.5e-10,40.3,0.0,1.4e-09,39.8,0.0,1.3,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ
317,560,China.pigfarm.SRR5976187,208268_00008,208268,00008,8,-,Chlor_Acetyltrans_CAT,RF0050,9.5e-05,24.4,0.4,0.0003,22.7,0.1,1.9,2,1,0,2,2,2,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"
318,561,China.pigfarm.SRR5976187,20835_00001,20835,00001,1,-,Chlor_Acetyltrans_CAT,RF0050,9.5e-05,24.4,0.1,0.00033,22.6,0.0,1.8,2,0,0,2,2,2,1,"UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase"
319,835,China.pigfarm.SRR5976187,208938_00008,208938,00008,8,-,ClassD,RF0056,4.1e-05,25.0,0.0,0.00012,23.5,0.0,1.7,2,0,0,2,2,2,1,hypothetical protein
320,818,China.pigfarm.SRR5976187,209664_00002,209664,00002,2,-,ClassC-AmpC,RF0055,2.1e-09,38.8,0.0,6.8e-09,37.1,0.0,1.8,1,1,0,1,1,1,1,Putative penicillin-binding protein PbpX
321,443,China.pigfarm.SRR5976187,210737_00003,210737,00003,3,-,SubclassB3,RF0125,4e-17,64.4,0.0,5.1e-17,64.0,0.0,1.1,1,0,0,1,1,1,1,putative metallo-hydrolase
322,617,China.pigfarm.SRR5976187,210786_00005,210786,00005,5,-,norA,RF0109,4.7e-06,28.4,3.5,4.7e-06,28.4,3.5,3.1,3,0,0,3,3,3,1,hypothetical protein
323,420,China.pigfarm.SRR5976187,212230_00002,212230,00002,2,-,APH3',RF0173,4.6e-54,186.0,0.0,6e-54,185.6,0.0,1.1,1,0,0,1,1,1,1,Aminoglycoside 3'-phosphotransferase
324,1400,China.pigfarm.SRR5976187,212626_00011,212626,00011,11,-,vanH,RF0153,1.2e-23,85.8,0.0,1.9e-23,85.1,0.0,1.4,1,1,0,1,1,1,1,D-3-phosphoglycerate dehydrogenase
325,908,China.pigfarm.SRR5976187,213393_00002,213393,00002,2,-,Erm23S_rRNA_methyltrans,RF0067,0.00019,22.7,0.0,0.00028,22.2,0.0,1.1,1,0,0,1,1,1,1,tRNA1(Val) (adenine(37)-N6)-methyltransferase
326,672,China.pigfarm.SRR5976187,213557_00002,213557,00002,2,-,ClassB,RF0054,1.2e-12,49.9,0.0,1.7e-12,49.4,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ
327,1202,China.pigfarm.SRR5976187,21362_00006,21362,00006,6,-,tet_ribosomoal_protect,RF0135,2e-13,51.7,0.1,3.9e-13,50.8,0.1,1.4,1,0,0,1,1,1,1,Elongation factor 4
328,74,China.pigfarm.SRR5976187,213728_00005,213728,00005,5,-,MexH,RF0099,5.5e-15,57.8,6.0,3.6e-14,55.1,6.0,1.8,1,1,0,1,1,1,1,Macrolide export protein MacA
329,325,China.pigfarm.SRR5976187,213728_00006,213728,00006,6,-,adeC-adeK-oprM,RF0021,1.4e-18,69.1,10.7,2.8e-18,68.2,10.7,1.4,1,1,0,1,1,1,1,Outer membrane protein OprM
330,673,China.pigfarm.SRR5976187,213924_00005,213924,00005,5,-,ClassB,RF0054,1.2e-12,49.9,0.0,1.5e-12,49.6,0.0,1.2,1,1,0,1,1,1,1,Hydroxyacylglutathione hydrolase GloC
331,148,China.pigfarm.SRR5976187,21450_00003,21450,00003,3,-,MexA,RF0096,2e-08,35.7,1.7,2e-08,35.7,1.7,1.8,2,0,0,2,2,2,1,Multidrug resistance protein MdtA
332,253,China.pigfarm.SRR5976187,21450_00004,21450,00004,4,-,RND_efflux,RF0115,2.2e-175,587.7,3.7,2.9e-175,587.3,3.7,1.1,1,0,0,1,1,1,1,Cobalt-zinc-cadmium resistance protein CzcA
333,351,China.pigfarm.SRR5976187,21450_00005,21450,00005,5,-,adeC-adeK-oprM,RF0021,5.1e-14,54.1,2.4,1.2e-13,52.9,2.4,1.5,1,1,0,1,1,1,1,hypothetical protein
334,1323,China.pigfarm.SRR5976187,215391_00006,215391,00006,6,-,vanC,RF0151,3.9e-43,150.1,0.2,7.1e-38,132.8,0.1,2.0,1,1,1,2,2,2,2,D-alanine--D-alanine ligase A
335,893,China.pigfarm.SRR5976187,215642_00003,215642,00003,3,-,Erm23S_rRNA_methyltrans,RF0067,5e-06,27.9,0.0,6.6e-06,27.5,0.0,1.1,1,0,0,1,1,1,1,Release factor glutamine methyltransferase
336,669,China.pigfarm.SRR5976187,215642_00004,215642,00004,4,-,ClassB,RF0054,6.7e-14,54.0,1.5,8.2e-13,50.4,1.5,2.3,1,1,0,1,1,1,1,hypothetical protein
337,1270,China.pigfarm.SRR5976187,215829_00005,215829,00005,5,-,tet_ribosomoal_protect,RF0135,0.0002,21.9,0.1,0.022,15.3,0.1,2.3,2,0,0,2,2,2,1,GTPase Der
338,699,China.pigfarm.SRR5976187,2164_00002,2164,00002,2,-,ClassB,RF0054,2.1e-08,35.9,0.1,3e-08,35.4,0.1,1.2,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ
339,233,China.pigfarm.SRR5976187,217545_00001,217545,00001,1,-,RND_efflux,RF0115,2.5e-208,696.8,25.3,3.4e-208,696.4,25.3,1.2,1,0,0,1,1,1,1,Multidrug resistance protein MdtB
340,935,China.pigfarm.SRR5976187,217545_00002,217545,00002,2,-,MexH,RF0099,3.5e-10,42.0,0.8,1e-09,40.4,0.8,1.6,1,1,0,1,1,1,1,hypothetical protein
341,202,China.pigfarm.SRR5976187,217545_00005,217545,00005,5,-,RND_efflux,RF0115,1.2e-270,903.1,9.1,1.4e-270,902.8,9.1,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtB
342,61,China.pigfarm.SRR5976187,217545_00006,217545,00006,6,-,MexH,RF0099,3.9e-26,94.4,2.5,4.8e-26,94.1,2.5,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtA
343,924,China.pigfarm.SRR5976187,217674_00006,217674,00006,6,-,MexC,RF0097,1.2e-08,36.5,0.1,3.4e-06,28.4,0.0,2.4,2,0,0,2,2,2,1,hypothetical protein
344,407,China.pigfarm.SRR5976187,217674_00007,217674,00007,7,-,adeC-adeK-oprM,RF0021,0.00098,20.2,8.0,0.12,13.3,1.0,2.4,2,0,0,2,2,2,2,hypothetical protein
345,1371,China.pigfarm.SRR5976187,218414_00004,218414,00004,4,-,vanH,RF0153,3.3e-35,123.8,0.3,7.4e-35,122.6,0.3,1.5,1,1,0,1,1,1,1,Glycerate dehydrogenase
346,775,China.pigfarm.SRR5976187,218680_00008,218680,00008,8,-,ClassB,RF0054,0.00057,21.4,0.0,0.00082,20.9,0.0,1.2,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ
347,1072,China.pigfarm.SRR5976187,218748_00002,218748,00002,2,-,tet_ribosomoal_protect,RF0135,3.2e-71,242.7,0.0,3.7e-52,179.7,0.0,2.4,2,1,0,2,2,2,2,Elongation factor G
348,277,China.pigfarm.SRR5976187,219319_00001,219319,00001,1,-,RND_efflux,RF0115,1.4e-37,131.5,0.0,1.8e-37,131.2,0.0,1.0,1,0,0,1,1,1,1,Swarming motility protein SwrC
349,1556,China.pigfarm.SRR5976187,219410_00009,219410,00009,9,-,APH3'',RF0172,5.8e-08,34.6,0.3,8.2e-07,30.9,0.3,2.5,1,1,0,1,1,1,1,30S ribosomal protein S12
350,993,China.pigfarm.SRR5976187,219410_00011,219410,00011,11,-,tet_ribosomoal_protect,RF0135,2.9e-105,355.1,0.4,1.2e-103,349.8,0.4,2.7,1,1,0,1,1,1,1,Elongation factor G
351,1326,China.pigfarm.SRR5976187,219702_00001,219702,00001,1,-,vanC,RF0151,1.4e-36,128.5,0.0,2.1e-36,127.9,0.0,1.2,1,0,0,1,1,1,1,D-alanine--D-alanine ligase
352,1047,China.pigfarm.SRR5976187,21985_00009,21985,00009,9,-,tet_ribosomoal_protect,RF0135,6.1e-60,205.4,0.0,8.9e-60,204.8,0.0,1.1,1,0,0,1,1,1,1,Peptide chain release factor 3
353,1494,China.pigfarm.SRR5976187,219859_00009,219859,00009,9,-,vanW,RF0157,4.2e-09,38.4,0.0,1.2e-08,36.9,0.0,1.7,1,0,0,1,1,1,1,hypothetical protein
354,442,China.pigfarm.SRR5976187,221325_00004,221325,00004,4,-,ClassB,RF0054,6.9e-21,76.9,0.0,8.8e-21,76.5,0.0,1.0,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase
355,1264,China.pigfarm.SRR5976187,222482_00001,222482,00001,1,-,tet_ribosomoal_protect,RF0135,6.5e-09,36.8,0.0,0.0021,18.6,0.0,2.2,2,0,0,2,2,2,2,GTP-binding protein TypA/BipA
356,916,China.pigfarm.SRR5976187,223283_00009,223283,00009,9,-,Erm23S_rRNA_methyltrans,RF0067,0.00089,20.5,0.0,0.0013,20.0,0.0,1.2,1,0,0,1,1,1,1,hypothetical protein
357,616,China.pigfarm.SRR5976187,223283_00014,223283,00014,14,-,tet_MFS_efflux,RF0134,3e-15,58.1,32.2,2.1e-07,32.3,11.7,2.1,2,0,0,2,2,2,2,Fosmidomycin resistance protein
358,892,China.pigfarm.SRR5976187,223928_00002,223928,00002,2,-,Erm23S_rRNA_methyltrans,RF0067,4e-06,28.2,0.0,4.8e-06,28.0,0.0,1.1,1,0,0,1,1,1,1,Release factor glutamine methyltransferase
359,658,China.pigfarm.SRR5976187,224473_00002,224473,00002,2,-,ClassB,RF0054,5.4e-16,60.8,0.0,7e-16,60.4,0.0,1.1,1,0,0,1,1,1,1,Hydroxyacylglutathione hydrolase
360,128,China.pigfarm.SRR5976187,224709_00004,224709,00004,4,-,MexE,RF0098,1.3e-12,49.5,3.5,5.2e-07,31.0,1.1,2.3,1,1,1,2,2,2,2,Multidrug export protein EmrA
361,1035,China.pigfarm.SRR5976187,224853_00003,224853,00003,3,-,tet_ribosomoal_protect,RF0135,1.4e-75,257.0,0.2,1.1e-73,250.9,0.2,2.7,1,1,0,1,1,1,1,Elongation factor G
362,588,China.pigfarm.SRR5976187,225225_00003,225225,00003,3,-,Chlor_Efflux_Pump,RF0051,1.5e-12,49.5,5.1,1.8e-12,49.2,5.1,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtL
363,1397,China.pigfarm.SRR5976187,225560_00004,225560,00004,4,-,vanH,RF0153,7.6e-26,93.0,0.1,1e-21,79.5,0.0,2.2,1,1,1,2,2,2,2,Erythronate-4-phosphate dehydrogenase
364,562,China.pigfarm.SRR5976187,226025_00001,226025,00001,1,-,Chlor_Acetyltrans_CAT,RF0050,9.5e-05,24.4,0.0,0.00015,23.7,0.0,1.4,1,0,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"
365,527,China.pigfarm.SRR5976187,226466_00001,226466,00001,1,-,Chlor_Acetyltrans_CAT,RF0050,1e-16,63.5,0.0,2e-16,62.5,0.0,1.4,1,1,0,1,1,1,1,Chloramphenicol acetyltransferase
366,494,China.pigfarm.SRR5976187,226556_00003,226556,00003,3,-,Cfr23_rRNA_methyltrans,RF0048,2.8e-78,265.9,0.0,3.3e-78,265.7,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN
367,1,China.pigfarm.SRR5976187,227305_00005,227305,00005,5,-,AAC3-I,RF0003,2.6e-05,26.7,0.0,0.016,17.6,0.0,2.2,1,1,1,2,2,2,2,Mycothiol acetyltransferase
368,326,China.pigfarm.SRR5976187,227305_00023,227305,00023,23,-,adeC-adeK-oprM,RF0021,1.7e-18,68.9,8.4,2.9e-18,68.1,8.4,1.3,1,1,0,1,1,1,1,Outer membrane protein TolC
369,98,China.pigfarm.SRR5976187,227305_00024,227305,00024,24,-,MexE,RF0098,1.7e-13,52.4,5.9,1.6e-07,32.7,1.0,2.1,1,1,1,2,2,2,2,putative multidrug resistance protein EmrK
370,572,China.pigfarm.SRR5976187,227305_00027,227305,00027,27,-,Chlor_Acetyltrans_CAT,RF0050,0.00075,21.4,1.0,0.0015,20.5,0.5,1.8,1,1,1,2,2,2,1,Maltose O-acetyltransferase
371,1116,China.pigfarm.SRR5976187,228941_00008,228941,00008,8,-,tet_ribosomoal_protect,RF0135,3.3e-45,156.7,0.0,2.4e-34,120.8,0.1,3.1,3,0,0,3,3,3,3,GTP-binding protein TypA/BipA
372,1522,China.pigfarm.SRR5976187,229752_00002,229752,00002,2,-,vanY,RF0159,0.00067,21.5,0.0,0.0029,19.4,0.0,1.8,1,1,0,1,1,1,1,D-alanyl-D-alanine carboxypeptidase DacF
373,1023,China.pigfarm.SRR5976187,230583_00005,230583,00005,5,-,tet_ribosomoal_protect,RF0135,1.1e-86,293.8,0.0,1.3e-84,286.9,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G
374,1543,China.pigfarm.SRR5976187,230583_00007,230583,00007,7,-,APH3'',RF0172,3e-13,52.0,0.5,2.8e-12,48.8,0.5,2.0,1,1,0,1,1,1,1,30S ribosomal protein S12
375,1102,China.pigfarm.SRR5976187,231163_00003,231163,00003,3,-,tet_ribosomoal_protect,RF0135,7.4e-50,172.1,0.0,5.8e-34,119.6,0.0,2.5,2,1,0,2,2,2,2,Peptide chain release factor 3
376,399,China.pigfarm.SRR5976187,231512_00002,231512,00002,2,-,adeC-adeK-oprM,RF0021,2.2e-06,28.9,11.3,4.2e-06,28.0,11.3,1.4,1,1,0,1,1,1,1,hypothetical protein
377,802,China.pigfarm.SRR5976187,232496_00004,232496,00004,4,-,ClassC-AmpC,RF0055,1.3e-12,49.3,0.0,2e-06,29.0,0.0,2.1,2,0,0,2,2,2,2,putative protein
378,1261,China.pigfarm.SRR5976187,232496_00006,232496,00006,6,-,tet_MFS_efflux,RF0134,0.00061,20.9,51.8,0.003,18.6,51.8,2.5,1,1,0,1,1,1,1,hypothetical protein
379,655,China.pigfarm.SRR5976187,232696_00006,232696,00006,6,-,ClassB,RF0054,4.9e-17,64.2,0.0,6e-17,63.9,0.0,1.0,1,0,0,1,1,1,1,putative protein
380,1527,China.pigfarm.SRR5976187,234072_00003,234072,00003,3,-,vanZ,RF0160,0.00011,24.5,6.9,0.00011,24.5,6.9,1.9,1,1,1,2,2,2,1,hypothetical protein
381,1024,China.pigfarm.SRR5976187,236100_00006,236100,00006,6,-,tet_ribosomoal_protect,RF0135,3.3e-82,279.0,1.0,1.1e-80,274.0,1.0,2.6,1,1,0,1,1,1,1,Elongation factor G
382,840,China.pigfarm.SRR5976187,236833_00003,236833,00003,3,-,ClassD,RF0056,0.00014,23.2,0.0,0.047,14.9,0.0,2.2,2,0,0,2,2,2,2,hypothetical protein
383,1487,China.pigfarm.SRR5976187,236833_00019,236833,00019,19,-,vanW,RF0157,3.3e-42,147.0,0.0,3.9e-42,146.7,0.0,1.0,1,0,0,1,1,1,1,Vancomycin B-type resistance protein VanW
384,643,China.pigfarm.SRR5976187,237068_00004,237068,00004,4,-,ClassA,RF0053,2.6e-06,28.9,2.8,0.00044,21.6,1.9,2.4,1,1,1,2,2,2,2,hypothetical protein
385,742,China.pigfarm.SRR5976187,237602_00011,237602,00011,11,-,ClassB,RF0054,2.3e-05,25.9,0.1,3e-05,25.6,0.1,1.2,1,0,0,1,1,1,1,Ribonuclease BN
386,507,China.pigfarm.SRR5976187,237797_00008,237797,00008,8,-,Cfr23_rRNA_methyltrans,RF0048,1.1e-70,240.9,0.0,1.5e-70,240.6,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN
387,1316,China.pigfarm.SRR5976187,237968_00004,237968,00004,4,-,vanC,RF0151,1.4e-40,141.6,0.1,1e-38,135.5,0.1,2.0,1,1,0,1,1,1,1,D-alanine--D-alanine ligase B
388,583,China.pigfarm.SRR5976187,238154_00013,238154,00013,13,-,Chlor_Efflux_Pump,RF0051,1.3e-17,66.1,25.9,8.7e-17,63.4,8.4,2.3,2,0,0,2,2,2,2,Hexuronate transporter
389,126,China.pigfarm.SRR5976187,238510_00003,238510,00003,3,-,adeA-adeI,RF0019,3.9e-08,34.8,3.7,6.7e-07,30.7,0.5,2.0,2,0,0,2,2,2,1,Macrolide export protein MacA
390,304,China.pigfarm.SRR5976187,238510_00004,238510,00004,4,-,adeC-adeK-oprM,RF0021,7.9e-24,86.4,17.5,1.3e-19,72.5,5.7,2.0,1,1,1,2,2,2,2,Outer membrane efflux protein BepC
391,592,China.pigfarm.SRR5976187,238526_00004,238526,00004,4,-,tet_MFS_efflux,RF0134,4.8e-14,54.2,30.3,2.2e-12,48.7,30.7,2.3,1,1,1,2,2,2,1,putative MFS-type transporter YhhS
392,508,China.pigfarm.SRR5976187,238731_00003,238731,00003,3,-,Cfr23_rRNA_methyltrans,RF0048,3.5e-70,239.3,0.0,4.3e-70,239.0,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN
393,974,China.pigfarm.SRR5976187,238877_00006,238877,00006,6,-,RND_efflux,RF0115,2.3e-05,24.8,0.5,2.5e-05,24.7,0.5,1.0,1,0,0,1,1,1,1,hypothetical protein
394,528,China.pigfarm.SRR5976187,238954_00001,238954,00001,1,-,Chlor_Acetyltrans_CAT,RF0050,3.4e-15,58.5,0.1,4.2e-15,58.2,0.1,1.2,1,0,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"
395,1272,China.pigfarm.SRR5976187,238994_00012,238994,00012,12,-,tet_ribosomoal_protect,RF0135,0.0003,21.4,0.7,0.012,16.1,0.5,2.2,2,0,0,2,2,2,1,GTPase Der
396,544,China.pigfarm.SRR5976187,239029_00005,239029,00005,5,-,Chlor_Acetyltrans_CAT,RF0050,1.6e-08,36.7,0.1,2.6e-08,36.0,0.1,1.4,1,1,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"
397,1489,China.pigfarm.SRR5976187,239291_00009,239291,00009,9,-,vanW,RF0157,1.2e-13,53.3,0.0,1.9e-13,52.6,0.0,1.2,1,0,0,1,1,1,1,hypothetical protein
398,164,China.pigfarm.SRR5976187,239320_00004,239320,00004,4,-,MexC,RF0097,1.7e-05,26.0,0.3,2.7e-05,25.4,0.3,1.4,1,1,0,1,1,1,1,hypothetical protein
399,359,China.pigfarm.SRR5976187,239320_00005,239320,00005,5,-,adeC-adeK-oprM,RF0021,3.7e-13,51.2,14.3,7e-09,37.1,4.1,2.1,1,1,1,2,2,2,2,Outer membrane efflux protein BepC
400,496,China.pigfarm.SRR5976187,239417_00002,239417,00002,2,-,Cfr23_rRNA_methyltrans,RF0048,4.5e-75,255.4,0.0,5.4e-75,255.1,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN
401,1299,China.pigfarm.SRR5976187,241476_00003,241476,00003,3,-,vanA,RF0149,4.2e-41,143.5,1.4,3.6e-40,140.4,1.4,2.1,1,1,0,1,1,1,1,D-alanine--D-alanine ligase
402,779,China.pigfarm.SRR5976187,241771_00002,241771,00002,2,-,ClassB,RF0054,0.00073,21.0,0.0,0.0009,20.7,0.0,1.1,1,0,0,1,1,1,1,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase"
403,1415,China.pigfarm.SRR5976187,241771_00005,241771,00005,5,-,vanH,RF0153,7.8e-18,66.7,0.7,5.3e-17,64.0,0.7,1.9,1,1,0,1,1,1,1,Hydroxypyruvate reductase
404,1291,China.pigfarm.SRR5976187,242118_00002,242118,00002,2,-,vanA,RF0149,2.5e-51,177.1,1.4,3.1e-51,176.8,1.4,1.1,1,0,0,1,1,1,1,D-alanine--D-alanine ligase A
405,1167,China.pigfarm.SRR5976187,242279_00001,242279,00001,1,-,tet_ribosomoal_protect,RF0135,8.8e-34,119.0,0.0,6.2e-21,76.5,0.1,2.3,1,1,1,2,2,2,2,Elongation factor 4
406,959,China.pigfarm.SRR5976187,242983_00014,242983,00014,14,-,Qnr,RF0113,5.2e-07,31.7,0.1,0.00014,23.8,0.0,2.5,1,1,2,3,3,3,3,hypothetical protein
407,730,China.pigfarm.SRR5976187,243293_00006,243293,00006,6,-,ClassB,RF0054,4.8e-06,28.2,0.0,1e-05,27.1,0.0,1.5,1,0,0,1,1,1,1,Ribonuclease J
408,1090,China.pigfarm.SRR5976187,243449_00001,243449,00001,1,-,tet_ribosomoal_protect,RF0135,9.2e-54,185.0,0.0,2.2e-37,130.9,0.0,2.6,2,1,0,2,2,2,2,Elongation factor G
409,1058,China.pigfarm.SRR5976187,243588_00015,243588,00015,15,-,tet_ribosomoal_protect,RF0135,3.5e-59,202.9,0.0,5.8e-59,202.2,0.0,1.2,1,0,0,1,1,1,1,Peptide chain release factor 3
410,1407,China.pigfarm.SRR5976187,243793_00005,243793,00005,5,-,vanH,RF0153,5.1e-20,73.9,0.0,2.6e-17,64.9,0.0,2.2,1,1,0,1,1,1,1,Erythronate-4-phosphate dehydrogenase
411,306,China.pigfarm.SRR5976187,243793_00016,243793,00016,16,-,adeC-adeK-oprM,RF0021,3.2e-23,84.4,6.8,5e-23,83.8,6.8,1.3,1,1,0,1,1,1,1,Outer membrane protein OprM
412,113,China.pigfarm.SRR5976187,243793_00017,243793,00017,17,-,MexE,RF0098,2.1e-13,52.1,2.2,1.1e-06,29.9,0.4,2.3,1,1,1,2,2,2,2,putative multidrug resistance protein EmrK
413,1388,China.pigfarm.SRR5976187,244388_00006,244388,00006,6,-,vanH,RF0153,1.4e-31,111.9,1.7,1.6e-30,108.4,1.7,1.9,1,1,0,1,1,1,1,Putative 2-hydroxyacid dehydrogenase
414,1538,China.pigfarm.SRR5976187,245571_00005,245571,00005,5,-,APH3'',RF0172,1.4e-13,53.0,0.5,1.3e-12,49.9,0.5,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12
415,1021,China.pigfarm.SRR5976187,245571_00007,245571,00007,7,-,tet_ribosomoal_protect,RF0135,9.2e-92,310.5,0.0,1.1e-89,303.7,0.0,2.8,1,1,0,1,1,1,1,Elongation factor G
416,385,China.pigfarm.SRR5976187,246565_00001,246565,00001,1,-,adeC-adeK-oprM,RF0021,2.3e-08,35.4,0.7,3.1e-08,35.0,0.7,1.2,1,0,0,1,1,1,1,hypothetical protein
417,503,China.pigfarm.SRR5976187,246770_00004,246770,00004,4,-,Cfr23_rRNA_methyltrans,RF0048,4e-73,249.0,0.0,4.8e-73,248.7,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN
418,1542,China.pigfarm.SRR5976187,247318_00003,247318,00003,3,-,APH3'',RF0172,1.9e-13,52.6,0.6,1.7e-12,49.5,0.6,2.0,1,1,0,1,1,1,1,30S ribosomal protein S12
419,1026,China.pigfarm.SRR5976187,247318_00005,247318,00005,5,-,tet_ribosomoal_protect,RF0135,3.4e-84,285.5,0.0,1.9e-82,279.8,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G
420,356,China.pigfarm.SRR5976187,24825_00002,24825,00002,2,-,adeC-adeK-oprM,RF0021,2.5e-13,51.8,11.6,4.7e-13,50.9,7.4,2.0,2,0,0,2,2,2,1,hypothetical protein
421,500,China.pigfarm.SRR5976187,24825_00020,24825,00020,20,-,Cfr23_rRNA_methyltrans,RF0048,2.3e-73,249.8,0.0,2.5e-73,249.7,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN
422,620,China.pigfarm.SRR5976187,248721_00008,248721,00008,8,-,Chlor_Efflux_Pump,RF0051,1.5e-05,26.4,2.9,1.5e-05,26.4,2.9,3.6,2,2,2,4,4,4,1,Hexuronate transporter
423,882,China.pigfarm.SRR5976187,248826_00006,248826,00006,6,-,Erm23S_rRNA_methyltrans,RF0067,1.4e-37,131.4,0.0,1.7e-37,131.2,0.0,1.1,1,0,0,1,1,1,1,Ribosomal RNA small subunit methyltransferase A
424,1373,China.pigfarm.SRR5976187,249373_00002,249373,00002,2,-,vanH,RF0153,5.6e-35,123.0,0.1,3.2e-34,120.5,0.1,1.8,1,1,0,1,1,1,1,Putative 2-hydroxyacid dehydrogenase
425,1086,China.pigfarm.SRR5976187,249913_00005,249913,00005,5,-,tet_ribosomoal_protect,RF0135,9.6e-51,175.0,0.5,2.1e-34,121.0,0.0,3.1,1,1,2,3,3,3,3,GTP-binding protein TypA/BipA
426,708,China.pigfarm.SRR5976187,250043_00014,250043,00014,14,-,ClassB,RF0054,1e-07,33.7,0.0,1.7e-07,32.9,0.0,1.3,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ
427,1019,China.pigfarm.SRR5976187,250358_00039,250358,00039,39,-,tet_ribosomoal_protect,RF0135,7.8e-89,300.8,0.0,6.6e-87,294.5,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G
428,1539,China.pigfarm.SRR5976187,250358_00041,250358,00041,41,-,APH3'',RF0172,1.5e-13,53.0,0.3,1.4e-12,49.8,0.3,2.0,1,1,0,1,1,1,1,30S ribosomal protein S12
