,target_name,target_accession,query_name,query_accession,eval_full_seq,score_full_seq,bias_full_seq,e_val_best_dom,score_best_dom,bias_best_dom,exp,reg,clu,ov,env,dom,rep,inc,target_description,sample_names,contig_id,gene_id
435,China.pigfarm.SRR5976181_ctg_404617_00003,-,adeC-adeK-oprM,RF0021,4.1e-72,245.8,9.1,4.5e-72,245.6,9.1,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976181,ctg_404617,3
436,China.pigfarm.SRR5976181_ctg_554084_00002,-,tet_ribosomoal_protect,RF0135,4.2e-72,245.7,0.0,1.9e-51,177.5,0.0,2.6,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_554084,2
437,China.pigfarm.SRR5976181_ctg_29181_00003,-,adeC-adeK-oprM,RF0021,5.8e-72,245.3,12.3,6.5e-72,245.1,12.3,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976181,ctg_29181,3
438,China.pigfarm.SRR5976181_ctg_751378_00011,-,tet_ribosomoal_protect,RF0135,6.2e-72,245.1,0.0,1.1e-51,178.3,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_751378,11
439,China.pigfarm.SRR5976187_ctg_262096_00001,-,tet_ribosomoal_protect,RF0135,6.2e-72,245.0,0.0,2e-52,180.5,0.1,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_262096,1
440,China.pigfarm.SRR5976181_ctg_430165_00005,-,adeC-adeK-oprM,RF0021,8.1e-72,244.8,20.7,9.2e-72,244.6,20.7,1.0,1,0,0,1,1,1,1,Cation efflux system protein CusC  ,China.pigfarm.SRR5976181,ctg_430165,5
441,China.pigfarm.SRR5976187_ctg_609500_00010,-,Cfr23_rRNA_methyltrans,RF0048,9.5e-72,244.5,0.0,1.1e-71,244.2,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976187,ctg_609500,10
442,China.pigfarm.SRR5976181_ctg_751538_00008,-,Cfr23_rRNA_methyltrans,RF0048,1.1e-71,244.4,0.0,1.3e-71,244.1,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_751538,8
443,China.pigfarm.SRR5976181_ctg_627983_00003,-,Cfr23_rRNA_methyltrans,RF0048,1.2e-71,244.3,0.0,1.4e-71,244.1,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_627983,3
444,China.pigfarm.SRR5976181_ctg_462272_00001,-,adeC-adeK-oprM,RF0021,1.2e-71,244.2,0.9,2.7e-71,243.1,0.9,1.5,1,1,0,1,1,1,1,Toluene efflux pump outer membrane protein TtgF,China.pigfarm.SRR5976181,ctg_462272,1
445,China.pigfarm.SRR5976187_ctg_19328_00001,-,RND_efflux,RF0115,1.8e-71,243.7,0.0,2e-71,243.6,0.0,1.0,1,0,0,1,1,1,1,Cobalt-zinc-cadmium resistance protein CzcA   ,China.pigfarm.SRR5976187,ctg_19328,1
446,China.pigfarm.SRR5976181_ctg_722077_00004,-,Cfr23_rRNA_methyltrans,RF0048,1.7e-71,243.7,0.0,1.9e-71,243.6,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_722077,4
447,China.pigfarm.SRR5976187_ctg_66788_00019,-,vanT,RF0156,2e-71,243.6,0.0,2.6e-71,243.2,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase 1    ,China.pigfarm.SRR5976187,ctg_66788,19
448,China.pigfarm.SRR5976181_ctg_26103_00003,-,Cfr23_rRNA_methyltrans,RF0048,1.9e-71,243.6,0.0,2.2e-71,243.4,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_26103,3
449,China.pigfarm.SRR5976181_ctg_227161_00011,-,Cfr23_rRNA_methyltrans,RF0048,2.5e-71,243.2,0.0,3e-71,242.9,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_227161,11
450,China.pigfarm.SRR5976187_ctg_173876_00004,-,adeC-adeK-oprM,RF0021,2.9e-71,242.9,9.6,3.2e-71,242.7,9.6,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976187,ctg_173876,4
451,China.pigfarm.SRR5976187_ctg_664141_00005,-,tet_ribosomoal_protect,RF0135,2.6e-71,242.9,0.0,5.3e-52,179.2,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_664141,5
452,China.pigfarm.SRR5976181_ctg_373388_00005,-,adeC-adeK-oprM,RF0021,3.1e-71,242.9,9.6,3.5e-71,242.7,9.6,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976181,ctg_373388,5
453,China.pigfarm.SRR5976187_ctg_218748_00002,-,tet_ribosomoal_protect,RF0135,3.2e-71,242.7,0.0,3.7e-52,179.7,0.0,2.4,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_218748,2
454,China.pigfarm.SRR5976181_ctg_538676_00001,-,Cfr23_rRNA_methyltrans,RF0048,3.9e-71,242.6,0.0,4.6e-71,242.3,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_538676,1
455,China.pigfarm.SRR5976181_ctg_767226_00004,-,tet_ribosomoal_protect,RF0135,3.5e-71,242.6,0.0,8.2e-52,178.7,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_767226,4
456,China.pigfarm.SRR5976187_ctg_629674_00002,-,adeC-adeK-oprM,RF0021,3.8e-71,242.5,7.0,4.5e-71,242.2,7.0,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976187,ctg_629674,2
457,China.pigfarm.SRR5976187_ctg_412476_00009,-,Cfr23_rRNA_methyltrans,RF0048,4.2e-71,242.3,0.0,5.1e-71,242.1,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976187,ctg_412476,9
458,China.pigfarm.SRR5976181_ctg_184891_00010,-,Cfr23_rRNA_methyltrans,RF0048,7.9e-71,241.6,0.0,9.5e-71,241.3,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_184891,10
459,China.pigfarm.SRR5976187_ctg_590646_00005,-,RND_efflux,RF0115,8.9e-71,241.4,5.8,1e-70,241.2,5.8,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976187,ctg_590646,5
460,China.pigfarm.SRR5976181_ctg_578045_00017,-,adeC-adeK-oprM,RF0021,9e-71,241.4,11.4,1e-70,241.2,11.4,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976181,ctg_578045,17
461,China.pigfarm.SRR5976187_ctg_186175_00018,-,adeC-adeK-oprM,RF0021,8.2e-71,241.4,11.4,9.1e-71,241.2,11.4,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976187,ctg_186175,18
462,China.pigfarm.SRR5976187_ctg_198430_00003,-,Cfr23_rRNA_methyltrans,RF0048,8.4e-71,241.4,0.0,9.5e-71,241.2,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976187,ctg_198430,3
463,China.pigfarm.SRR5976181_ctg_608204_00004,-,Cfr23_rRNA_methyltrans,RF0048,9.2e-71,241.3,0.0,1e-70,241.2,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_608204,4
464,China.pigfarm.SRR5976187_ctg_590646_00004,-,adeC-adeK-oprM,RF0021,9.4e-71,241.2,11.9,1.1e-70,241.0,11.9,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976187,ctg_590646,4
465,China.pigfarm.SRR5976181_ctg_464934_00003,-,tet_ribosomoal_protect,RF0135,1.1e-70,241.0,0.0,4.6e-51,176.2,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_464934,3
466,China.pigfarm.SRR5976181_ctg_684929_00006,-,tet_ribosomoal_protect,RF0135,1.1e-70,241.0,0.0,1.3e-68,234.1,0.0,2.8,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_684929,6
467,China.pigfarm.SRR5976187_ctg_320395_00032,-,vanT,RF0156,1.3e-70,241.0,0.0,1.6e-70,240.6,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase 1    ,China.pigfarm.SRR5976187,ctg_320395,32
468,China.pigfarm.SRR5976187_ctg_237797_00008,-,Cfr23_rRNA_methyltrans,RF0048,1.1e-70,240.9,0.0,1.5e-70,240.6,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976187,ctg_237797,8
469,China.pigfarm.SRR5976181_ctg_764089_00004,-,tet_ribosomoal_protect,RF0135,1.6e-70,240.5,0.0,6e-51,175.8,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_764089,4
470,China.pigfarm.SRR5976187_ctg_593714_00001,-,tet_ribosomoal_protect,RF0135,1.5e-70,240.5,0.0,5.5e-51,175.8,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_593714,1
471,China.pigfarm.SRR5976181_ctg_128887_00004,-,tet_ribosomoal_protect,RF0135,1.7e-70,240.4,0.0,1e-49,171.8,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_128887,4
472,China.pigfarm.SRR5976187_ctg_98831_00001,-,tet_ribosomoal_protect,RF0135,1.6e-70,240.4,0.0,9.3e-50,171.8,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_98831,1
473,China.pigfarm.SRR5976187_ctg_536911_00003,-,tet_ribosomoal_protect,RF0135,1.7e-70,240.3,0.0,4.3e-51,176.2,0.0,2.5,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_536911,3
474,China.pigfarm.SRR5976181_ctg_592384_00001,-,tet_ribosomoal_protect,RF0135,1.8e-70,240.3,0.0,4.7e-51,176.2,0.0,2.5,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_592384,1
475,China.pigfarm.SRR5976181_ctg_746670_00007,-,tet_ribosomoal_protect,RF0135,2.5e-70,239.9,0.0,7.4e-51,175.5,0.0,2.5,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_746670,7
476,China.pigfarm.SRR5976181_ctg_91061_00001,-,vanH,RF0153,1.7e-70,239.9,0.2,2.1e-70,239.6,0.2,1.0,1,0,0,1,1,1,1,D-lactate dehydrogenase     ,China.pigfarm.SRR5976181,ctg_91061,1
477,China.pigfarm.SRR5976181_ctg_292527_00014,-,Cfr23_rRNA_methyltrans,RF0048,2.5e-70,239.9,0.0,3.1e-70,239.6,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_292527,14
478,China.pigfarm.SRR5976187_ctg_700365_00008,-,tet_ribosomoal_protect,RF0135,2.7e-70,239.6,0.0,1.2e-50,174.6,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_700365,8
479,China.pigfarm.SRR5976187_ctg_238731_00003,-,Cfr23_rRNA_methyltrans,RF0048,3.5e-70,239.3,0.0,4.3e-70,239.0,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976187,ctg_238731,3
480,China.pigfarm.SRR5976181_ctg_382428_00018,-,Cfr23_rRNA_methyltrans,RF0048,4.2e-70,239.2,0.0,5.1e-70,238.9,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_382428,18
481,China.pigfarm.SRR5976187_ctg_67134_00013,-,adeC-adeK-oprM,RF0021,3.9e-70,239.1,0.7,8.5e-70,238.0,0.7,1.5,1,1,0,1,1,1,1,Toluene efflux pump outer membrane protein TtgF,China.pigfarm.SRR5976187,ctg_67134,13
482,China.pigfarm.SRR5976181_ctg_486944_00004,-,vanT,RF0156,5.8e-70,238.9,0.0,7.4e-70,238.6,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase 1    ,China.pigfarm.SRR5976181,ctg_486944,4
483,China.pigfarm.SRR5976187_ctg_347914_00001,-,tet_ribosomoal_protect,RF0135,6.5e-70,238.3,0.0,4e-52,179.6,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_347914,1
484,China.pigfarm.SRR5976187_ctg_450336_00002,-,Cfr23_rRNA_methyltrans,RF0048,6.9e-70,238.3,0.0,8.2e-70,238.1,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976187,ctg_450336,2
485,China.pigfarm.SRR5976181_ctg_387177_00008,-,tet_ribosomoal_protect,RF0135,7.1e-70,238.3,0.0,4.4e-52,179.6,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_387177,8
486,China.pigfarm.SRR5976181_ctg_708751_00007,-,tet_ribosomoal_protect,RF0135,7.6e-70,238.2,0.0,1.3e-50,174.7,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_708751,7
487,China.pigfarm.SRR5976187_ctg_313147_00010,-,tet_ribosomoal_protect,RF0135,7e-70,238.2,0.0,1.2e-50,174.7,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_313147,10
488,China.pigfarm.SRR5976187_ctg_256097_00006,-,vanT,RF0156,9.2e-70,238.1,0.0,1.1e-69,237.9,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase 1    ,China.pigfarm.SRR5976187,ctg_256097,6
489,China.pigfarm.SRR5976187_ctg_95052_00003,-,vanH,RF0153,5.7e-70,238.0,0.0,6.5e-70,237.8,0.0,1.0,1,0,0,1,1,1,1,D-lactate dehydrogenase     ,China.pigfarm.SRR5976187,ctg_95052,3
490,China.pigfarm.SRR5976187_ctg_416745_00004,-,adeC-adeK-oprM,RF0021,1.3e-69,237.4,13.3,1.5e-69,237.2,13.3,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976187,ctg_416745,4
491,China.pigfarm.SRR5976181_ctg_391930_00003,-,tet_ribosomoal_protect,RF0135,1.5e-69,237.3,0.0,8e-50,172.1,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_391930,3
492,China.pigfarm.SRR5976187_ctg_54229_00005,-,tet_ribosomoal_protect,RF0135,1.3e-69,237.3,0.0,7.3e-50,172.1,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_54229,5
493,China.pigfarm.SRR5976187_ctg_592037_00002,-,Cfr23_rRNA_methyltrans,RF0048,1.9e-69,236.9,0.0,2.1e-69,236.7,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976187,ctg_592037,2
494,China.pigfarm.SRR5976187_ctg_4947_00003,-,tet_ribosomoal_protect,RF0135,2.4e-69,236.5,0.0,1.3e-50,174.6,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_4947,3
495,China.pigfarm.SRR5976187_ctg_163468_00023,-,adeC-adeK-oprM,RF0021,2.7e-69,236.4,13.6,3e-69,236.2,13.6,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976187,ctg_163468,23
496,China.pigfarm.SRR5976181_ctg_96305_00007,-,Cfr23_rRNA_methyltrans,RF0048,4.2e-69,235.9,0.0,5e-69,235.6,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_96305,7
497,China.pigfarm.SRR5976187_ctg_172068_00006,-,Cfr23_rRNA_methyltrans,RF0048,3.9e-69,235.9,0.0,4.6e-69,235.6,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976187,ctg_172068,6
498,China.pigfarm.SRR5976187_ctg_104074_00003,-,adeC-adeK-oprM,RF0021,3.9e-69,235.8,9.9,4.4e-69,235.7,9.9,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976187,ctg_104074,3
499,China.pigfarm.SRR5976181_ctg_270562_00001,-,tet_ribosomoal_protect,RF0135,5.1e-69,235.5,0.0,3.6e-67,229.4,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_270562,1
500,China.pigfarm.SRR5976187_ctg_608395_00007,-,tet_ribosomoal_protect,RF0135,4.7e-69,235.5,0.0,1e-48,168.3,0.0,2.4,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_608395,7
501,China.pigfarm.SRR5976181_ctg_361865_00003,-,vanT,RF0156,8.8e-69,235.0,0.0,1e-68,234.8,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase 1    ,China.pigfarm.SRR5976181,ctg_361865,3
502,China.pigfarm.SRR5976187_ctg_274689_00004,-,Cfr23_rRNA_methyltrans,RF0048,8.4e-69,234.8,0.0,9.7e-69,234.6,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976187,ctg_274689,4
503,China.pigfarm.SRR5976187_ctg_194407_00010,-,tet_ribosomoal_protect,RF0135,9.5e-69,234.5,0.0,7.8e-50,172.0,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_194407,10
504,China.pigfarm.SRR5976187_ctg_439395_00006,-,Cfr23_rRNA_methyltrans,RF0048,1.1e-68,234.4,0.0,1.3e-68,234.2,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976187,ctg_439395,6
505,China.pigfarm.SRR5976181_ctg_773618_00030,-,tet_ribosomoal_protect,RF0135,1.1e-68,234.4,0.0,7.9e-50,172.1,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_773618,30
506,China.pigfarm.SRR5976181_ctg_351864_00004,-,adeC-adeK-oprM,RF0021,1.4e-68,234.1,1.7,4e-68,232.6,1.7,1.6,1,1,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976181,ctg_351864,4
507,China.pigfarm.SRR5976187_ctg_646516_00001,-,tet_ribosomoal_protect,RF0135,1.8e-68,233.5,0.0,1.9e-49,170.7,0.0,2.5,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_646516,1
508,China.pigfarm.SRR5976187_ctg_475528_00005,-,tet_ribosomoal_protect,RF0135,3.4e-68,232.7,2.9,1.1e-51,178.1,2.2,2.5,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_475528,5
509,China.pigfarm.SRR5976181_ctg_764359_00005,-,vanT,RF0156,5.2e-68,232.5,0.0,8.2e-68,231.8,0.0,1.2,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976181,ctg_764359,5
510,China.pigfarm.SRR5976187_ctg_661833_00008,-,Cfr23_rRNA_methyltrans,RF0048,4.1e-68,232.5,0.0,4.7e-68,232.3,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976187,ctg_661833,8
511,China.pigfarm.SRR5976181_ctg_30850_00015,-,tet_ribosomoal_protect,RF0135,4.2e-68,232.5,0.0,1.5e-49,171.2,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_30850,15
512,China.pigfarm.SRR5976181_ctg_603064_00003,-,Cfr23_rRNA_methyltrans,RF0048,4.9e-68,232.4,0.0,5.6e-68,232.2,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976181,ctg_603064,3
513,China.pigfarm.SRR5976181_ctg_471336_00005,-,tet_ribosomoal_protect,RF0135,5.1e-68,232.2,0.0,9.7e-50,171.8,0.0,2.5,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_471336,5
514,China.pigfarm.SRR5976187_ctg_309526_00001,-,Cfr23_rRNA_methyltrans,RF0048,7e-68,231.7,0.0,7.9e-68,231.6,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976187,ctg_309526,1
515,China.pigfarm.SRR5976181_ctg_157987_00001,-,vanT,RF0156,9.9e-68,231.5,0.6,1.5e-67,231.0,0.6,1.1,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976181,ctg_157987,1
516,China.pigfarm.SRR5976187_ctg_553745_00016,-,tet_ribosomoal_protect,RF0135,9.4e-68,231.2,0.0,1.5e-49,171.1,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_553745,16
517,China.pigfarm.SRR5976187_ctg_702845_00011,-,tet_ribosomoal_protect,RF0135,1.3e-67,230.7,0.0,2.7e-44,153.7,0.0,3.0,3,0,0,3,3,3,3,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_702845,11
518,China.pigfarm.SRR5976181_ctg_615622_00002,-,tet_ribosomoal_protect,RF0135,1.5e-67,230.7,0.0,3e-44,153.7,0.0,3.0,3,0,0,3,3,3,3,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_615622,2
519,China.pigfarm.SRR5976181_ctg_63110_00002,-,adeC-adeK-oprM,RF0021,1.6e-67,230.7,13.1,1.7e-67,230.5,13.1,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976181,ctg_63110,2
520,China.pigfarm.SRR5976181_ctg_602624_00005,-,Cfr23_rRNA_methyltrans,RF0048,2.1e-67,230.3,0.0,2.9e-67,229.8,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_602624,5
521,China.pigfarm.SRR5976181_ctg_216464_00007,-,vanT,RF0156,2.8e-67,230.0,0.2,7e-67,228.7,0.3,1.5,2,0,0,2,2,2,1,Alanine racemase     ,China.pigfarm.SRR5976181,ctg_216464,7
522,China.pigfarm.SRR5976187_ctg_44939_00006,-,vanT,RF0156,2.6e-67,230.0,0.2,6.4e-67,228.7,0.3,1.5,2,0,0,2,2,2,1,Alanine racemase     ,China.pigfarm.SRR5976187,ctg_44939,6
523,China.pigfarm.SRR5976181_ctg_268075_00003,-,adeC-adeK-oprM,RF0021,3.4e-67,229.5,13.7,3.8e-67,229.4,13.7,1.0,1,0,0,1,1,1,1,Cation efflux system protein CusC  ,China.pigfarm.SRR5976181,ctg_268075,3
524,China.pigfarm.SRR5976187_ctg_376331_00002,-,tet_ribosomoal_protect,RF0135,3e-67,229.5,0.1,6.9e-50,172.2,0.1,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_376331,2
525,China.pigfarm.SRR5976181_ctg_602128_00001,-,tet_ribosomoal_protect,RF0135,3.8e-67,229.3,0.1,8.8e-50,172.0,0.1,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_602128,1
526,China.pigfarm.SRR5976187_ctg_618703_00002,-,Cfr23_rRNA_methyltrans,RF0048,4.2e-67,229.2,0.0,5.3e-67,228.8,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976187,ctg_618703,2
527,China.pigfarm.SRR5976181_ctg_397027_00001,-,vanT,RF0156,6.6e-67,228.8,0.1,1e-66,228.1,0.1,1.2,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976181,ctg_397027,1
528,China.pigfarm.SRR5976181_ctg_153435_00005,-,vanT,RF0156,7.1e-67,228.7,0.1,1.2e-66,227.9,0.1,1.3,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976181,ctg_153435,5
529,China.pigfarm.SRR5976187_ctg_619882_00001,-,tet_ribosomoal_protect,RF0135,7e-67,228.3,0.1,2.4e-49,170.4,0.1,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_619882,1
530,China.pigfarm.SRR5976187_ctg_370712_00001,-,tet_ribosomoal_protect,RF0135,7.8e-67,228.2,2.1,4.1e-49,169.6,2.4,2.6,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_370712,1
531,China.pigfarm.SRR5976181_ctg_336026_00002,-,vanT,RF0156,1.3e-66,227.9,0.3,1.9e-66,227.3,0.3,1.1,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976181,ctg_336026,2
532,China.pigfarm.SRR5976187_ctg_372296_00009,-,vanT,RF0156,1.2e-66,227.8,0.5,1.7e-66,227.4,0.5,1.1,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976187,ctg_372296,9
533,China.pigfarm.SRR5976181_ctg_25633_00005,-,Cfr23_rRNA_methyltrans,RF0048,2.9e-66,226.5,0.0,3.5e-66,226.3,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_25633,5
534,China.pigfarm.SRR5976181_ctg_328985_00005,-,vanH,RF0153,2.1e-66,226.5,0.1,2.4e-66,226.2,0.1,1.0,1,0,0,1,1,1,1,D-lactate dehydrogenase     ,China.pigfarm.SRR5976181,ctg_328985,5
535,China.pigfarm.SRR5976181_ctg_331011_00009,-,tet_ribosomoal_protect,RF0135,3.6e-66,226.1,0.8,2e-48,167.5,0.8,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_331011,9
536,China.pigfarm.SRR5976187_ctg_302428_00003,-,vanT,RF0156,6.7e-66,225.4,0.1,1.2e-65,224.6,0.1,1.3,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976187,ctg_302428,3
537,China.pigfarm.SRR5976181_ctg_194170_00001,-,vanT,RF0156,8.2e-66,225.2,0.0,2.5e-65,223.6,0.0,1.7,2,0,0,2,2,2,1,Alanine racemase     ,China.pigfarm.SRR5976181,ctg_194170,1
538,China.pigfarm.SRR5976187_ctg_430075_00001,-,vanT,RF0156,9.4e-66,224.9,0.1,1.3e-65,224.4,0.1,1.1,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976187,ctg_430075,1
