,full_id,contig_id,#members,known_gene_ids,unknown_gene_ids,span,members,architecture,member_scores,members_evals
85,China.pigfarm.SRR5976181_ctg_323459_00003,ctg_323459,2,"[3, 4]","[2, 5]",4,"RND_efflux,adeA-adeI",__(??)__(adeA-adeI)__(RND_efflux)__(??)__,__(??)__(57.2)__(583.9)__(??)__,__(??)__(6.8e-15)__(3.4e-174)__(??)__
86,China.pigfarm.SRR5976181_ctg_323710_00008,ctg_323710,2,"[8, 9]","[7, 10]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(31.0)__(849.0)__(??)__,__(??)__(8.1e-07)__(2.8e-254)__(??)__
87,China.pigfarm.SRR5976181_ctg_324039_00001,ctg_324039,4,"[1, 2, 3, 4]",[5],5,"RND_efflux,RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(RND_efflux)__(RND_efflux)__(??)__,__(??)__(40.6)__(34.4)__(561.6)__(313.4)__(??)__,__(??)__(6.6e-10)__(5.7e-08)__(1.8e-167)__(1.8e-92)__(??)__
88,China.pigfarm.SRR5976181_ctg_327382_00005,ctg_327382,3,"[5, 6, 7]","[4, 8]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(888.6)__(108.0)__(66.3)__(??)__,__(??)__(3.1e-266)__(3.2e-30)__(1.1e-17)__(??)__
89,China.pigfarm.SRR5976181_ctg_328247_00005,ctg_328247,2,"[5, 6]","[4, 7]",4,"ClassB,tet_ribosomoal_protect",__(??)__(ClassB)__(tet_ribosomoal_protect)__(??)__,__(??)__(26.9)__(187.6)__(??)__,__(??)__(1.3e-05)__(1.7e-54)__(??)__
90,China.pigfarm.SRR5976181_ctg_331103_00004,ctg_331103,3,"[4, 5, 6]","[3, 7]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(796.1)__(47.3)__(56.2)__(??)__,__(??)__(2.7e-238)__(8.8e-12)__(1.3e-14)__(??)__
91,China.pigfarm.SRR5976181_ctg_332700_00001,ctg_332700,2,"[1, 2]",[3],3,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(26.0)__(36.3)__(??)__,__(??)__(1.8e-05)__(1.5e-08)__(??)__
92,China.pigfarm.SRR5976181_ctg_33325_00004,ctg_33325,2,"[4, 5]","[3, 6]",4,"RND_efflux,adeA-adeI",__(??)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(829.3)__(30.5)__(??)__,__(??)__(2.6e-248)__(8.4e-07)__(??)__
93,China.pigfarm.SRR5976181_ctg_338218_00003,ctg_338218,4,"[3, 4, 5, 6]","[2, 7]",6,"RND_efflux,RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(RND_efflux)__(RND_efflux)__(??)__,__(??)__(40.7)__(36.1)__(522.5)__(312.6)__(??)__,__(??)__(6.6e-10)__(1.8e-08)__(1.2e-155)__(3e-92)__(??)__
94,China.pigfarm.SRR5976181_ctg_34188_00002,ctg_34188,2,"[2, 3]","[1, 4]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(36.3)__(60.1)__(??)__,__(??)__(1.4e-08)__(8.6e-16)__(??)__
95,China.pigfarm.SRR5976181_ctg_346741_00003,ctg_346741,3,"[3, 4, 5]","[2, 6]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(904.2)__(91.6)__(65.0)__(??)__,__(??)__(6e-271)__(3e-25)__(2.7e-17)__(??)__
96,China.pigfarm.SRR5976181_ctg_3512_00004,ctg_3512,2,"[4, 5]","[3, 6]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(80.1)__(72.4)__(??)__,__(??)__(7.3e-22)__(1.6e-19)__(??)__
97,China.pigfarm.SRR5976181_ctg_351864_00002,ctg_351864,3,"[2, 3, 4]","[1, 5]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(140.4)__(998.6)__(234.1)__(??)__,__(??)__(3.6e-40)__(1.9e-299)__(1.4e-68)__(??)__
98,China.pigfarm.SRR5976181_ctg_352163_00008,ctg_352163,2,"[8, 10]","[7, 9, 11]",5,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(320.1)__(??)__(55.4)__(??)__,__(??)__(1.2e-94)__(??)__(3e-14)__(??)__
99,China.pigfarm.SRR5976181_ctg_353224_00006,ctg_353224,2,"[6, 7]","[5, 8]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(37.0)__(54.1)__(??)__,__(??)__(9e-09)__(5.7e-14)__(??)__
100,China.pigfarm.SRR5976181_ctg_358984_00009,ctg_358984,2,"[9, 10]","[8, 11]",4,"Chlor_Acetyltrans_CAT,tet_MFS_efflux",__(??)__(Chlor_Acetyltrans_CAT)__(tet_MFS_efflux)__(??)__,__(??)__(23.8)__(149.7)__(??)__,__(??)__(0.00015)__(5.2e-43)__(??)__
101,China.pigfarm.SRR5976181_ctg_362084_00005,ctg_362084,2,"[5, 8]","[4, 6, 7, 9]",6,"Chlor_Efflux_Pump,vanT",__(??)__(Chlor_Efflux_Pump)__(??)__(??)__(vanT)__(??)__,__(??)__(38.9)__(??)__(??)__(207.3)__(??)__,__(??)__(2.6e-09)__(??)__(??)__(2.2e-60)__(??)__
102,China.pigfarm.SRR5976181_ctg_36280_00005,ctg_36280,3,"[5, 6, 7]","[4, 8]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(203.0)__(865.8)__(167.9)__(??)__,__(??)__(4e-59)__(2.3e-259)__(1.6e-48)__(??)__
103,China.pigfarm.SRR5976181_ctg_371713_00004,ctg_371713,3,"[4, 5, 6]","[3, 7]",5,"emrE,emrE,emrE",__(??)__(emrE)__(emrE)__(emrE)__(??)__,__(??)__(33.7)__(36.5)__(22.6)__(??)__,__(??)__(2.2e-07)__(3e-08)__(0.00061)__(??)__
104,China.pigfarm.SRR5976181_ctg_373388_00003,ctg_373388,3,"[3, 4, 5]","[2, 6]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(165.7)__(915.1)__(242.9)__(??)__,__(??)__(7.6e-48)__(3.1e-274)__(3.1e-71)__(??)__
105,China.pigfarm.SRR5976181_ctg_378626_00013,ctg_378626,2,"[13, 14]","[12, 15]",4,"MexE,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexE)__(??)__,__(??)__(64.8)__(59.5)__(??)__,__(??)__(3.1e-17)__(1.3e-15)__(??)__
106,China.pigfarm.SRR5976181_ctg_379414_00001,ctg_379414,2,"[1, 2]",[3],3,"RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(174.3)__(75.4)__(??)__,__(??)__(1.9e-50)__(1.9e-20)__(??)__
107,China.pigfarm.SRR5976181_ctg_384861_00003,ctg_384861,3,"[3, 5, 6]","[2, 4, 7]",6,"MexH,RND_efflux,blaI",__(??)__(blaI)__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(40.1)__(??)__(714.1)__(44.9)__(??)__,__(??)__(1.6e-09)__(??)__(1.6e-213)__(5e-11)__(??)__
108,China.pigfarm.SRR5976181_ctg_38605_00006,ctg_38605,3,"[6, 7, 8]","[5, 9]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(866.6)__(94.4)__(50.6)__(??)__,__(??)__(1.4e-259)__(4.3e-26)__(6.5e-13)__(??)__
109,China.pigfarm.SRR5976181_ctg_390927_00004,ctg_390927,3,"[4, 5, 6]","[3, 7]",5,"MexE,RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(MexE)__(??)__,__(??)__(32.0)__(665.8)__(39.6)__(??)__,__(??)__(2.7e-07)__(6.3e-199)__(1.4e-09)__(??)__
110,China.pigfarm.SRR5976181_ctg_39223_00006,ctg_39223,2,"[6, 7]","[5, 8]",4,"MexE,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexE)__(??)__,__(??)__(62.4)__(52.4)__(??)__,__(??)__(1.6e-16)__(1.9e-13)__(??)__
111,China.pigfarm.SRR5976181_ctg_393528_00006,ctg_393528,2,"[6, 7]","[5, 8]",4,"ClassB,Qnr",__(??)__(Qnr)__(ClassB)__(??)__,__(??)__(25.4)__(38.8)__(??)__,__(??)__(5e-05)__(3e-09)__(??)__
112,China.pigfarm.SRR5976181_ctg_39826_00001,ctg_39826,2,"[1, 3]","[2, 4]",4,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(355.1)__(??)__(34.6)__(??)__,__(??)__(3.1e-105)__(??)__(6.3e-08)__(??)__
113,China.pigfarm.SRR5976181_ctg_4006_00004,ctg_4006,2,"[4, 5]","[3, 6]",4,"ANT6,TetM-TetW-TetO-TetS",__(??)__(TetM-TetW-TetO-TetS)__(ANT6)__(??)__,__(??)__(1127.9)__(586.0)__(??)__,__(??)__(0.0)__(5.9e-176)__(??)__
114,China.pigfarm.SRR5976181_ctg_401965_00008,ctg_401965,2,"[8, 9]","[7, 10]",4,"Chlor_Efflux_Pump,vanT",__(??)__(vanT)__(Chlor_Efflux_Pump)__(??)__,__(??)__(222.2)__(27.2)__(??)__,__(??)__(6.6e-65)__(9.6e-06)__(??)__
115,China.pigfarm.SRR5976181_ctg_404617_00001,ctg_404617,3,"[1, 2, 3]",[4],4,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(171.5)__(927.7)__(245.8)__(??)__,__(??)__(1.3e-49)__(4.8e-278)__(4.1e-72)__(??)__
116,China.pigfarm.SRR5976181_ctg_417691_00014,ctg_417691,2,"[14, 15]","[13, 16]",4,"MexA,RND_efflux",__(??)__(MexA)__(RND_efflux)__(??)__,__(??)__(32.1)__(838.5)__(??)__,__(??)__(2.6e-07)__(4.1e-251)__(??)__
117,China.pigfarm.SRR5976181_ctg_419242_00001,ctg_419242,2,"[1, 3]","[2, 4]",4,"ClassC-AmpC,vanA",__(??)__(ClassC-AmpC)__(??)__(vanA)__(??)__,__(??)__(46.1)__(??)__(22.1)__(??)__,__(??)__(1.4e-11)__(??)__(0.00038)__(??)__
118,China.pigfarm.SRR5976181_ctg_420146_00006,ctg_420146,3,"[6, 7, 10]","[5, 8, 9, 11]",7,"MexH,RND_efflux,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__(??)__(RND_efflux)__(??)__,__(??)__(697.0)__(44.9)__(??)__(??)__(175.5)__(??)__,__(??)__(2.3e-208)__(5e-11)__(??)__(??)__(7.7e-51)__(??)__
119,China.pigfarm.SRR5976181_ctg_421189_00001,ctg_421189,4,"[1, 2, 3, 4]",[5],5,"MexH,RND_efflux,RND_efflux,adeC-adeK-oprM",__(??)__(MexH)__(RND_efflux)__(adeC-adeK-oprM)__(RND_efflux)__(??)__,__(??)__(51.9)__(576.7)__(24.6)__(383.5)__(??)__,__(??)__(3.5e-13)__(5e-172)__(4.8e-05)__(1.1e-113)__(??)__
120,China.pigfarm.SRR5976181_ctg_428513_00003,ctg_428513,2,"[3, 4]","[2, 5]",4,"MexH,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexH)__(??)__,__(??)__(74.7)__(24.7)__(??)__,__(??)__(3e-20)__(6.7e-05)__(??)__
121,China.pigfarm.SRR5976181_ctg_430120_00003,ctg_430120,2,"[3, 4]","[2, 5]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(73.3)__(77.4)__(??)__,__(??)__(8.9e-20)__(4.7e-21)__(??)__
122,China.pigfarm.SRR5976181_ctg_430165_00003,ctg_430165,3,"[3, 4, 5]","[2, 6]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(183.8)__(909.0)__(244.8)__(??)__,__(??)__(2.4e-53)__(2.1e-272)__(8.1e-72)__(??)__
123,China.pigfarm.SRR5976181_ctg_432587_00004,ctg_432587,2,"[4, 7]","[3, 5, 6, 8]",6,"Erm23S_rRNA_methyltrans,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(??)__(Erm23S_rRNA_methyltrans)__(??)__,__(??)__(207.2)__(??)__(??)__(141.4)__(??)__,__(??)__(1.9e-60)__(??)__(??)__(1.3e-40)__(??)__
124,China.pigfarm.SRR5976181_ctg_446245_00007,ctg_446245,3,"[7, 8, 9]","[6, 10]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexH)__(RND_efflux)__(??)__,__(??)__(63.9)__(42.9)__(806.1)__(??)__,__(??)__(6e-17)__(2e-10)__(2.6e-241)__(??)__
125,China.pigfarm.SRR5976181_ctg_44912_00002,ctg_44912,3,"[2, 3, 4]","[1, 5]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(43.1)__(670.6)__(51.8)__(??)__,__(??)__(1.2e-10)__(2.2e-200)__(3e-13)__(??)__
126,China.pigfarm.SRR5976181_ctg_452770_00092,ctg_452770,2,"[92, 94]","[91, 93, 95]",5,"APH3'',tet_ribosomoal_protect",__(??)__(APH3'')__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(53.1)__(??)__(293.2)__(??)__,__(??)__(1.4e-13)__(??)__(1.7e-86)__(??)__
127,China.pigfarm.SRR5976181_ctg_45808_00002,ctg_45808,2,"[2, 3]","[1, 4]",4,"Chlor_Efflux_Pump,vanT",__(??)__(vanT)__(Chlor_Efflux_Pump)__(??)__,__(??)__(222.0)__(24.6)__(??)__,__(??)__(7.8e-65)__(5.9e-05)__(??)__
128,China.pigfarm.SRR5976181_ctg_458246_00005,ctg_458246,2,"[5, 6]","[4, 7]",4,"ArmA_Rmt,vanY",__(??)__(ArmA_Rmt)__(vanY)__(??)__,__(??)__(22.6)__(22.4)__(??)__,__(??)__(0.0003)__(0.00039)__(??)__
129,China.pigfarm.SRR5976181_ctg_467822_00001,ctg_467822,2,"[1, 2]",[3],3,"emrE,emrE",__(??)__(emrE)__(emrE)__(??)__,__(??)__(36.9)__(40.9)__(??)__,__(??)__(2.2e-08)__(1.3e-09)__(??)__
130,China.pigfarm.SRR5976181_ctg_469562_00002,ctg_469562,2,"[2, 3]","[1, 4]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(66.7)__(55.7)__(??)__,__(??)__(8.2e-18)__(1.9e-14)__(??)__
131,China.pigfarm.SRR5976181_ctg_472265_00005,ctg_472265,2,"[5, 6]","[4, 7]",4,"RND_efflux,adeA-adeI",__(??)__(adeA-adeI)__(RND_efflux)__(??)__,__(??)__(72.5)__(629.2)__(??)__,__(??)__(1.5e-19)__(7.2e-188)__(??)__
132,China.pigfarm.SRR5976181_ctg_480610_00002,ctg_480610,2,"[2, 3]","[1, 4]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(66.7)__(79.1)__(??)__,__(??)__(8.1e-18)__(1.5e-21)__(??)__
133,China.pigfarm.SRR5976181_ctg_481153_00019,ctg_481153,3,"[19, 20, 21]","[18, 22]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(212.4)__(917.5)__(162.2)__(??)__,__(??)__(5.4e-62)__(5.7e-275)__(8.5e-47)__(??)__
134,China.pigfarm.SRR5976181_ctg_483339_00002,ctg_483339,3,"[2, 3, 4]","[1, 5]",5,"tet_MFS_efflux,tet_ribosomoal_protect,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(tet_ribosomoal_protect)__(tet_MFS_efflux)__(??)__,__(??)__(363.9)__(266.6)__(60.6)__(??)__,__(??)__(7e-108)__(2e-78)__(5.9e-16)__(??)__
135,China.pigfarm.SRR5976181_ctg_483473_00004,ctg_483473,2,"[4, 7]","[3, 5, 6, 8]",6,"ClassB,vanH",__(??)__(vanH)__(??)__(??)__(ClassB)__(??)__,__(??)__(55.4)__(??)__(??)__(40.8)__(??)__,__(??)__(2.4e-14)__(??)__(??)__(7.6e-10)__(??)__
136,China.pigfarm.SRR5976181_ctg_486473_00009,ctg_486473,2,"[9, 11]","[8, 10, 12]",5,"Chlor_Acetyltrans_CAT,vanD",__(??)__(Chlor_Acetyltrans_CAT)__(??)__(vanD)__(??)__,__(??)__(22.4)__(??)__(56.8)__(??)__,__(??)__(0.0004)__(??)__(1.1e-14)__(??)__
137,China.pigfarm.SRR5976181_ctg_489602_00002,ctg_489602,2,"[2, 3]","[1, 4]",4,"ClassB,Erm23S_rRNA_methyltrans",__(??)__(ClassB)__(Erm23S_rRNA_methyltrans)__(??)__,__(??)__(52.6)__(27.9)__(??)__,__(??)__(1.9e-13)__(5.4e-06)__(??)__
138,China.pigfarm.SRR5976181_ctg_49010_00007,ctg_49010,3,"[7, 8, 9]","[6, 10]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(867.5)__(110.4)__(43.6)__(??)__,__(??)__(7.3e-260)__(5.8e-31)__(8.5e-11)__(??)__
139,China.pigfarm.SRR5976181_ctg_496613_00010,ctg_496613,2,"[10, 11]","[9, 12]",4,"AAC6-II,APH3'",__(??)__(AAC6-II)__(APH3')__(??)__,__(??)__(75.1)__(43.6)__(??)__,__(??)__(2.7e-20)__(1.4e-10)__(??)__
140,China.pigfarm.SRR5976181_ctg_497443_00011,ctg_497443,2,"[11, 12]","[10, 13]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(53.0)__(58.8)__(??)__,__(??)__(1.2e-13)__(2e-15)__(??)__
141,China.pigfarm.SRR5976181_ctg_500823_00004,ctg_500823,2,"[4, 5]","[3, 6]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(64.6)__(625.6)__(??)__,__(??)__(5e-17)__(8.7e-187)__(??)__
142,China.pigfarm.SRR5976181_ctg_50163_00005,ctg_50163,2,"[5, 6]","[4, 7]",4,"MexX,RND_efflux",__(??)__(RND_efflux)__(MexX)__(??)__,__(??)__(846.9)__(34.1)__(??)__,__(??)__(1.2e-253)__(7e-08)__(??)__
143,China.pigfarm.SRR5976181_ctg_501719_00004,ctg_501719,2,"[4, 5]","[3, 6]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(53.2)__(80.5)__(??)__,__(??)__(1.1e-13)__(5.3e-22)__(??)__
144,China.pigfarm.SRR5976181_ctg_502127_00014,ctg_502127,2,"[14, 15]","[13, 16]",4,"MexE,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexE)__(??)__,__(??)__(61.6)__(56.9)__(??)__,__(??)__(2.9e-16)__(7.9e-15)__(??)__
145,China.pigfarm.SRR5976181_ctg_503983_00004,ctg_503983,2,"[4, 5]","[3, 6]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(75.8)__(92.6)__(??)__,__(??)__(1.5e-20)__(1.2e-25)__(??)__
146,China.pigfarm.SRR5976181_ctg_51315_00001,ctg_51315,3,"[1, 2, 4]","[3, 5]",5,"APH3'',tet_ribosomoal_protect,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(80.3)__(331.9)__(??)__(45.9)__(??)__,__(??)__(5e-22)__(3.4e-98)__(??)__(2.4e-11)__(??)__
147,China.pigfarm.SRR5976181_ctg_514913_00005,ctg_514913,3,"[5, 6, 7]","[4, 8]",5,"MexE,RND_efflux,adeC-adeK-oprM",__(??)__(MexE)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(53.4)__(674.2)__(46.9)__(??)__,__(??)__(9.3e-14)__(1.8e-201)__(8.2e-12)__(??)__
148,China.pigfarm.SRR5976181_ctg_517517_00003,ctg_517517,2,"[3, 4]","[2, 5]",4,"MexH,adeC-adeK-oprM",__(??)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(21.5)__(54.8)__(??)__,__(??)__(0.00064)__(3.5e-14)__(??)__
149,China.pigfarm.SRR5976181_ctg_518897_00007,ctg_518897,3,"[7, 8, 9]","[6, 10]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(900.3)__(86.5)__(38.1)__(??)__,__(??)__(9.4e-270)__(1.1e-23)__(3.9e-09)__(??)__
150,China.pigfarm.SRR5976181_ctg_522494_00007,ctg_522494,3,"[7, 8, 10]","[6, 9, 11]",6,"MexH,adeC-adeK-oprM,tet_ribosomoal_protect",__(??)__(MexH)__(adeC-adeK-oprM)__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(31.9)__(69.4)__(??)__(221.7)__(??)__,__(??)__(4.4e-07)__(1.3e-18)__(??)__(7.5e-65)__(??)__
151,China.pigfarm.SRR5976181_ctg_529740_00008,ctg_529740,2,"[8, 9]","[7, 10]",4,"RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(??)__,__(??)__(24.2)__(758.6)__(??)__,__(??)__(6.2e-05)__(5.8e-227)__(??)__
152,China.pigfarm.SRR5976181_ctg_531045_00006,ctg_531045,2,"[6, 7]","[5, 8]",4,"RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(??)__,__(??)__(46.0)__(426.2)__(??)__,__(??)__(1.6e-11)__(1.5e-126)__(??)__
153,China.pigfarm.SRR5976181_ctg_531157_00005,ctg_531157,2,"[5, 7]","[4, 6, 8]",5,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(??)__(adeC-adeK-oprM)__(??)__,__(??)__(56.2)__(??)__(67.4)__(??)__,__(??)__(1.3e-14)__(??)__(5.2e-18)__(??)__
154,China.pigfarm.SRR5976181_ctg_535555_00001,ctg_535555,2,"[1, 2]",[3],3,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(41.9)__(86.0)__(??)__,__(??)__(2.8e-10)__(1.2e-23)__(??)__
155,China.pigfarm.SRR5976181_ctg_538718_00006,ctg_538718,2,"[6, 7]","[5, 8]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(52.8)__(72.0)__(??)__,__(??)__(1.4e-13)__(2.1e-19)__(??)__
156,China.pigfarm.SRR5976181_ctg_539556_00002,ctg_539556,3,"[2, 3, 4]","[1, 5]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(284.1)__(899.6)__(153.1)__(??)__,__(??)__(1e-83)__(1.5e-269)__(4.9e-44)__(??)__
157,China.pigfarm.SRR5976181_ctg_539693_00001,ctg_539693,2,"[1, 2]",[3],3,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(93.5)__(870.8)__(??)__,__(??)__(8e-26)__(7.4e-261)__(??)__
158,China.pigfarm.SRR5976181_ctg_539914_00008,ctg_539914,2,"[8, 9]","[7, 10]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(88.6)__(74.4)__(??)__,__(??)__(1.9e-24)__(4e-20)__(??)__
159,China.pigfarm.SRR5976181_ctg_54228_00008,ctg_54228,2,"[8, 9]","[7, 10]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(56.3)__(66.1)__(??)__,__(??)__(1.3e-14)__(1.3e-17)__(??)__
160,China.pigfarm.SRR5976181_ctg_54292_00011,ctg_54292,3,"[11, 12, 13]","[10, 14]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(887.9)__(75.6)__(77.8)__(??)__,__(??)__(5.1e-266)__(2.2e-20)__(3.5e-21)__(??)__
161,China.pigfarm.SRR5976181_ctg_547608_00005,ctg_547608,2,"[5, 6]","[4, 7]",4,"MexH,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexH)__(??)__,__(??)__(51.3)__(22.3)__(??)__,__(??)__(4e-13)__(0.00037)__(??)__
162,China.pigfarm.SRR5976181_ctg_550581_00035,ctg_550581,2,"[35, 37]","[34, 36, 38]",5,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(78.9)__(??)__(44.5)__(??)__,__(??)__(1.3e-21)__(??)__(6.1e-11)__(??)__
163,China.pigfarm.SRR5976181_ctg_553381_00004,ctg_553381,2,"[4, 5]","[3, 6]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(73.7)__(69.6)__(??)__,__(??)__(6.4e-20)__(1.1e-18)__(??)__
164,China.pigfarm.SRR5976181_ctg_554466_00031,ctg_554466,2,"[31, 33]","[30, 32, 34]",5,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(300.8)__(??)__(53.0)__(??)__,__(??)__(8.5e-89)__(??)__(1.6e-13)__(??)__
165,China.pigfarm.SRR5976181_ctg_554717_00024,ctg_554717,3,"[24, 25, 26]","[23, 27]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(212.4)__(911.1)__(174.8)__(??)__,__(??)__(5.4e-62)__(5e-273)__(1.3e-50)__(??)__
166,China.pigfarm.SRR5976181_ctg_555504_00013,ctg_555504,2,"[13, 14]","[12, 15]",4,"MexE,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexE)__(??)__,__(??)__(87.7)__(51.2)__(??)__,__(??)__(3.5e-24)__(4.3e-13)__(??)__
167,China.pigfarm.SRR5976181_ctg_556156_00001,ctg_556156,2,"[1, 2]",[3],3,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(838.1)__(22.2)__(??)__,__(??)__(5.5e-251)__(0.00037)__(??)__
