,index,target_name,target_accession,query_name,query_accession,eval_full_seq,score_full_seq,bias_full_seq,e_val_best_dom,score_best_dom,bias_best_dom,exp,reg,clu,ov,env,dom,rep,inc,target_description,sample_names,contig_id,gene_id,sample_contig
22475,2358,China.pigfarm.SRR5976181_ctg_27014_00003,-,RND_efflux,RF0115,8.8e-110,370.7,0.1,2.6e-109,369.1,0.1,1.6,1,1,0,1,1,1,1,Swarming motility protein SwrC   ,China.pigfarm.SRR5976181,ctg_27014,3,China.pigfarm.SRR5976181_ctg_27014
11883,2161,China.pigfarm.SRR5976187_ctg_11801_00006,-,RND_efflux,RF0115,8e-110,370.7,0.1,2.4e-109,369.1,0.1,1.6,1,1,0,1,1,1,1,Swarming motility protein SwrC   ,China.pigfarm.SRR5976187,ctg_11801,6,China.pigfarm.SRR5976187_ctg_11801
13181,3459,China.pigfarm.SRR5976187_ctg_30699_00007,-,APH3',RF0173,2.3e-110,370.6,0.4,2.5e-110,370.4,0.4,1.0,1,0,0,1,1,1,1,Aminoglycoside 3'-phosphotransferase     ,China.pigfarm.SRR5976187,ctg_30699,7,China.pigfarm.SRR5976187_ctg_30699
2141,2141,China.pigfarm.SRR5976186_ctg_167259_00006,-,RND_efflux,RF0115,1.2e-109,370.2,0.1,3.6e-109,368.7,0.1,1.6,1,1,0,1,1,1,1,Swarming motility protein SwrC   ,China.pigfarm.SRR5976186,ctg_167259,6,China.pigfarm.SRR5976186_ctg_167259
19359,2788,China.pigfarm.SRR5976183_ctg_459648_00002,-,tet_ribosomoal_protect,RF0135,9.5e-110,370.1,0.2,3.9e-108,364.7,0.2,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_459648,2,China.pigfarm.SRR5976183_ctg_459648
5414,1863,China.pigfarm.SRR5976184_ctg_214740_00006,-,RND_efflux,RF0115,1.9e-109,369.4,0.0,5.5e-109,367.9,0.0,1.6,1,1,0,1,1,1,1,Swarming motility protein SwrC   ,China.pigfarm.SRR5976184,ctg_214740,6,China.pigfarm.SRR5976184_ctg_214740
15202,2009,China.pigfarm.SRR5976185_ctg_477146_00002,-,RND_efflux,RF0115,2.6e-109,369.1,0.1,8.1e-109,367.5,0.1,1.6,1,1,0,1,1,1,1,Swarming motility protein SwrC    ,China.pigfarm.SRR5976185,ctg_477146,2,China.pigfarm.SRR5976185_ctg_477146
19361,2790,China.pigfarm.SRR5976183_ctg_312227_00001,-,tet_ribosomoal_protect,RF0135,3.4e-109,368.2,0.0,8.5e-108,363.6,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_312227,1,China.pigfarm.SRR5976183_ctg_312227
2804,2804,China.pigfarm.SRR5976186_ctg_90250_00003,-,tet_ribosomoal_protect,RF0135,3.5e-109,368.2,0.0,8.6e-108,363.6,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_90250,3,China.pigfarm.SRR5976186_ctg_90250
12475,2753,China.pigfarm.SRR5976187_ctg_88814_00001,-,tet_ribosomoal_protect,RF0135,3.2e-109,368.2,0.0,7.9e-108,363.6,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_88814,1,China.pigfarm.SRR5976187_ctg_88814
6009,2458,China.pigfarm.SRR5976184_ctg_346925_00001,-,tet_ribosomoal_protect,RF0135,3.1e-109,368.2,0.0,7.7e-108,363.6,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_346925,1,China.pigfarm.SRR5976184_ctg_346925
5415,1864,China.pigfarm.SRR5976184_ctg_192329_00007,-,RND_efflux,RF0115,6.3e-109,367.7,0.9,2.5e-108,365.7,0.9,1.7,1,1,0,1,1,1,1,Multidrug/solvent efflux pump membrane transporter MepB ,China.pigfarm.SRR5976184,ctg_192329,7,China.pigfarm.SRR5976184_ctg_192329
6010,2459,China.pigfarm.SRR5976184_ctg_230309_00003,-,tet_ribosomoal_protect,RF0135,7.8e-109,366.9,0.2,2.4e-107,362.0,0.2,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_230309,3,China.pigfarm.SRR5976184_ctg_230309
6011,2460,China.pigfarm.SRR5976184_ctg_341805_00006,-,tet_ribosomoal_protect,RF0135,8.5e-109,366.8,0.0,2.9e-107,361.7,0.0,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_341805,6,China.pigfarm.SRR5976184_ctg_341805
15804,2611,China.pigfarm.SRR5976185_ctg_409855_00037,-,tet_ribosomoal_protect,RF0135,1.1e-108,366.6,0.1,5.2e-107,361.1,0.1,2.7,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_409855,37,China.pigfarm.SRR5976185_ctg_409855
9165,2402,China.pigfarm.SRR5976182_ctg_358398_00002,-,tet_ribosomoal_protect,RF0135,9e-109,366.5,0.2,2.7e-107,361.6,0.2,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_358398,2,China.pigfarm.SRR5976182_ctg_358398
2806,2806,China.pigfarm.SRR5976186_ctg_719638_00025,-,tet_ribosomoal_protect,RF0135,1.5e-108,366.1,0.2,4.7e-107,361.2,0.2,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_719638,25,China.pigfarm.SRR5976186_ctg_719638
6012,2461,China.pigfarm.SRR5976184_ctg_405642_00002,-,tet_ribosomoal_protect,RF0135,1.9e-108,365.6,0.0,3.3e-107,361.5,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_405642,2,China.pigfarm.SRR5976184_ctg_405642
9166,2403,China.pigfarm.SRR5976182_ctg_44812_00003,-,tet_ribosomoal_protect,RF0135,2.3e-108,365.1,0.1,7.9e-107,360.1,0.1,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_44812,3,China.pigfarm.SRR5976182_ctg_44812
2808,2808,China.pigfarm.SRR5976186_ctg_112129_00029,-,tet_ribosomoal_protect,RF0135,2.9e-108,365.1,0.1,1e-106,360.1,0.1,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_112129,29,China.pigfarm.SRR5976186_ctg_112129
5416,1865,China.pigfarm.SRR5976184_ctg_262582_00001,-,RND_efflux,RF0115,6.3e-108,364.4,6.9,7.1e-108,364.2,6.9,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976184,ctg_262582,1,China.pigfarm.SRR5976184_ctg_262582
19362,2791,China.pigfarm.SRR5976183_ctg_74828_00004,-,tet_ribosomoal_protect,RF0135,5.1e-108,364.4,0.3,9e-107,360.2,0.3,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_74828,4,China.pigfarm.SRR5976183_ctg_74828
23133,3016,China.pigfarm.SRR5976181_ctg_483339_00002,-,tet_ribosomoal_protect,RF0135,7e-108,363.9,0.2,5.2e-106,357.7,0.2,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_483339,2,China.pigfarm.SRR5976181_ctg_483339
6014,2463,China.pigfarm.SRR5976184_ctg_117910_00003,-,tet_ribosomoal_protect,RF0135,8.9e-108,363.4,0.3,1.8e-106,359.1,0.3,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_117910,3,China.pigfarm.SRR5976184_ctg_117910
2809,2809,China.pigfarm.SRR5976186_ctg_380615_00004,-,tet_ribosomoal_protect,RF0135,1.3e-107,363.0,0.2,2.4e-106,358.8,0.2,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_380615,4,China.pigfarm.SRR5976186_ctg_380615
15805,2612,China.pigfarm.SRR5976185_ctg_436525_00005,-,tet_ribosomoal_protect,RF0135,1.7e-107,362.7,0.4,3.4e-106,358.4,0.4,2.5,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_436525,5,China.pigfarm.SRR5976185_ctg_436525
6015,2464,China.pigfarm.SRR5976184_ctg_251038_00006,-,tet_ribosomoal_protect,RF0135,2e-107,362.2,0.1,8.6e-106,356.8,0.1,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_251038,6,China.pigfarm.SRR5976184_ctg_251038
12477,2755,China.pigfarm.SRR5976187_ctg_428385_00026,-,tet_ribosomoal_protect,RF0135,5.2e-107,360.9,0.0,8.4e-106,356.9,0.0,2.2,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_428385,26,China.pigfarm.SRR5976187_ctg_428385
15807,2614,China.pigfarm.SRR5976185_ctg_642738_00007,-,tet_ribosomoal_protect,RF0135,4.3e-106,358.0,0.1,1.8e-104,352.7,0.1,2.7,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_642738,7,China.pigfarm.SRR5976185_ctg_642738
2142,2142,China.pigfarm.SRR5976186_ctg_82465_00001,-,RND_efflux,RF0115,7.5e-106,357.7,0.0,8.7e-106,357.4,0.0,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepG  ,China.pigfarm.SRR5976186,ctg_82465,1,China.pigfarm.SRR5976186_ctg_82465
12478,2756,China.pigfarm.SRR5976187_ctg_266874_00005,-,tet_ribosomoal_protect,RF0135,6.8e-106,357.2,0.0,4.2e-104,351.3,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_266874,5,China.pigfarm.SRR5976187_ctg_266874
6017,2466,China.pigfarm.SRR5976184_ctg_139932_00006,-,tet_ribosomoal_protect,RF0135,7.6e-106,357.0,0.0,4.7e-104,351.1,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_139932,6,China.pigfarm.SRR5976184_ctg_139932
6018,2467,China.pigfarm.SRR5976184_ctg_213456_00004,-,tet_ribosomoal_protect,RF0135,2.2e-105,355.5,0.0,5e-104,351.0,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_213456,4,China.pigfarm.SRR5976184_ctg_213456
19364,2793,China.pigfarm.SRR5976183_ctg_294935_00089,-,tet_ribosomoal_protect,RF0135,3.1e-105,355.1,0.4,1.3e-103,349.8,0.4,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_294935,89,China.pigfarm.SRR5976183_ctg_294935
2811,2811,China.pigfarm.SRR5976186_ctg_266585_00003,-,tet_ribosomoal_protect,RF0135,3.1e-105,355.1,0.4,1.3e-103,349.8,0.4,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_266585,3,China.pigfarm.SRR5976186_ctg_266585
9168,2405,China.pigfarm.SRR5976182_ctg_284186_00011,-,tet_ribosomoal_protect,RF0135,2.4e-105,355.1,0.4,1e-103,349.8,0.4,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_284186,11,China.pigfarm.SRR5976182_ctg_284186
12479,2757,China.pigfarm.SRR5976187_ctg_219410_00011,-,tet_ribosomoal_protect,RF0135,2.9e-105,355.1,0.4,1.2e-103,349.8,0.4,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_219410,11,China.pigfarm.SRR5976187_ctg_219410
6019,2468,China.pigfarm.SRR5976184_ctg_386618_00002,-,tet_ribosomoal_protect,RF0135,2.8e-105,355.1,0.4,1.1e-103,349.8,0.4,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_386618,2,China.pigfarm.SRR5976184_ctg_386618
23134,3017,China.pigfarm.SRR5976181_ctg_39826_00001,-,tet_ribosomoal_protect,RF0135,3.1e-105,355.1,0.4,1.3e-103,349.8,0.4,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_39826,1,China.pigfarm.SRR5976181_ctg_39826
6020,2469,China.pigfarm.SRR5976184_ctg_24876_00015,-,tet_ribosomoal_protect,RF0135,4.1e-105,354.6,0.0,1.2e-103,349.7,0.0,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_24876,15,China.pigfarm.SRR5976184_ctg_24876
6022,2471,China.pigfarm.SRR5976184_ctg_268882_00001,-,tet_ribosomoal_protect,RF0135,6e-105,354.0,0.5,5.4e-103,347.6,0.5,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_268882,1,China.pigfarm.SRR5976184_ctg_268882
23136,3019,China.pigfarm.SRR5976181_ctg_409626_00004,-,tet_ribosomoal_protect,RF0135,2.2e-104,352.3,0.1,2.5e-102,345.6,0.1,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_409626,4,China.pigfarm.SRR5976181_ctg_409626
19366,2795,China.pigfarm.SRR5976183_ctg_474291_00003,-,tet_ribosomoal_protect,RF0135,3e-104,351.9,0.0,1.2e-102,346.6,0.0,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_474291,3,China.pigfarm.SRR5976183_ctg_474291
19367,2796,China.pigfarm.SRR5976183_ctg_83266_00003,-,tet_ribosomoal_protect,RF0135,4.4e-104,351.3,0.1,9.1e-103,347.0,0.1,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_83266,3,China.pigfarm.SRR5976183_ctg_83266
12482,2760,China.pigfarm.SRR5976187_ctg_96038_00008,-,tet_ribosomoal_protect,RF0135,2.6e-103,348.7,0.0,6.4e-102,344.1,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_96038,8,China.pigfarm.SRR5976187_ctg_96038
19368,2797,China.pigfarm.SRR5976183_ctg_12387_00006,-,tet_ribosomoal_protect,RF0135,2.8e-103,348.7,0.0,6.9e-102,344.1,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_12387,6,China.pigfarm.SRR5976183_ctg_12387
6025,2474,China.pigfarm.SRR5976184_ctg_367190_00017,-,tet_ribosomoal_protect,RF0135,3.2e-103,348.3,0.0,8e-102,343.7,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_367190,17,China.pigfarm.SRR5976184_ctg_367190
23137,3020,China.pigfarm.SRR5976181_ctg_604723_00005,-,tet_ribosomoal_protect,RF0135,5.2e-103,347.8,0.0,1.2e-101,343.3,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_604723,5,China.pigfarm.SRR5976181_ctg_604723
15808,2615,China.pigfarm.SRR5976185_ctg_182132_00007,-,tet_ribosomoal_protect,RF0135,5.3e-103,347.8,0.0,1.2e-101,343.3,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_182132,7,China.pigfarm.SRR5976185_ctg_182132
2813,2813,China.pigfarm.SRR5976186_ctg_633444_00003,-,tet_ribosomoal_protect,RF0135,5.9e-103,347.6,0.0,1.5e-101,343.0,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_633444,3,China.pigfarm.SRR5976186_ctg_633444
15809,2616,China.pigfarm.SRR5976185_ctg_96977_00034,-,tet_ribosomoal_protect,RF0135,2.5e-102,345.6,0.3,4.7e-101,341.4,0.3,2.5,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_96977,34,China.pigfarm.SRR5976185_ctg_96977
15810,2617,China.pigfarm.SRR5976185_ctg_476154_00020,-,tet_ribosomoal_protect,RF0135,3e-102,345.3,0.0,1.5e-54,187.8,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_476154,20,China.pigfarm.SRR5976185_ctg_476154
2814,2814,China.pigfarm.SRR5976186_ctg_669582_00002,-,tet_ribosomoal_protect,RF0135,2.9e-102,345.3,0.0,1.4e-54,187.8,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_669582,2,China.pigfarm.SRR5976186_ctg_669582
11884,2162,China.pigfarm.SRR5976187_ctg_104074_00004,-,RND_efflux,RF0115,8.3e-102,344.1,1.4,1.1e-101,343.8,1.4,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976187,ctg_104074,4,China.pigfarm.SRR5976187_ctg_104074
2815,2815,China.pigfarm.SRR5976186_ctg_654778_00033,-,tet_ribosomoal_protect,RF0135,1.2e-101,343.3,0.0,5.5e-100,337.8,0.0,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_654778,33,China.pigfarm.SRR5976186_ctg_654778
2144,2144,China.pigfarm.SRR5976186_ctg_64153_00026,-,RND_efflux,RF0115,1.9e-101,343.0,0.1,4.2e-101,341.9,0.1,1.5,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976186,ctg_64153,26,China.pigfarm.SRR5976186_ctg_64153
12483,2761,China.pigfarm.SRR5976187_ctg_85532_00002,-,tet_ribosomoal_protect,RF0135,1.6e-101,342.7,0.0,3.5e-100,338.3,0.0,2.3,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_85532,2,China.pigfarm.SRR5976187_ctg_85532
10226,504,China.pigfarm.SRR5976187_ctg_30699_00001,-,Cfr23_rRNA_methyltrans,RF0048,2.8e-101,341.7,0.0,3.3e-101,341.4,0.0,1.0,1,0,0,1,1,1,1,Ribosomal RNA large subunit methyltransferase Cfr ,China.pigfarm.SRR5976187,ctg_30699,1,China.pigfarm.SRR5976187_ctg_30699
22092,1975,China.pigfarm.SRR5976181_ctg_89067_00024,-,MexW-MexI,RF0100,3.9e-101,341.6,12.1,5.5e-101,341.1,12.1,1.1,1,0,0,1,1,1,1,Multidrug resistance protein MdtC   ,China.pigfarm.SRR5976181,ctg_89067,24,China.pigfarm.SRR5976181_ctg_89067
15811,2618,China.pigfarm.SRR5976185_ctg_359612_00021,-,tet_ribosomoal_protect,RF0135,7.8e-101,340.7,0.0,2.7e-99,335.6,0.0,2.6,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_359612,21,China.pigfarm.SRR5976185_ctg_359612
2145,2145,China.pigfarm.SRR5976186_ctg_707767_00001,-,RND_efflux,RF0115,1.2e-100,340.5,1.0,1.4e-100,340.2,1.0,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976186,ctg_707767,1,China.pigfarm.SRR5976186_ctg_707767
11885,2163,China.pigfarm.SRR5976187_ctg_476308_00005,-,RND_efflux,RF0115,1.8e-100,339.7,5.1,2.8e-100,339.1,5.1,1.2,1,0,0,1,1,1,1,Multidrug resistance protein MdtC   ,China.pigfarm.SRR5976187,ctg_476308,5,China.pigfarm.SRR5976187_ctg_476308
15812,2619,China.pigfarm.SRR5976185_ctg_124282_00194,-,tet_ribosomoal_protect,RF0135,1.7e-100,339.5,0.0,2.3e-98,332.5,0.0,2.1,1,1,0,1,1,1,1,Peptide chain release factor 3   ,China.pigfarm.SRR5976185,ctg_124282,194,China.pigfarm.SRR5976185_ctg_124282
13642,449,China.pigfarm.SRR5976185_ctg_279073_00010,-,Cfr23_rRNA_methyltrans,RF0048,2.2e-100,338.9,0.0,2.4e-100,338.8,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976185,ctg_279073,10,China.pigfarm.SRR5976185_ctg_279073
10227,505,China.pigfarm.SRR5976187_ctg_581155_00032,-,Cfr23_rRNA_methyltrans,RF0048,2e-100,338.9,0.0,2.1e-100,338.8,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976187,ctg_581155,32,China.pigfarm.SRR5976187_ctg_581155
19371,2800,China.pigfarm.SRR5976183_ctg_483703_00014,-,tet_ribosomoal_protect,RF0135,8.6e-100,337.2,0.2,8.6e-54,185.2,0.4,3.3,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_483703,14,China.pigfarm.SRR5976183_ctg_483703
2146,2146,China.pigfarm.SRR5976186_ctg_527362_00003,-,RND_efflux,RF0115,1.3e-99,337.0,0.0,1.9e-99,336.5,0.0,1.2,1,0,0,1,1,1,1,Multidrug resistance protein MdtB   ,China.pigfarm.SRR5976186,ctg_527362,3,China.pigfarm.SRR5976186_ctg_527362
12484,2762,China.pigfarm.SRR5976187_ctg_575618_00001,-,tet_ribosomoal_protect,RF0135,1.5e-99,336.2,0.0,3.9e-97,328.3,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_575618,1,China.pigfarm.SRR5976187_ctg_575618
18742,2171,China.pigfarm.SRR5976183_ctg_138573_00001,-,RND_efflux,RF0115,1.2e-98,333.8,0.0,5.6e-60,205.8,2.0,2.7,2,1,0,2,2,2,2,Cobalt-zinc-cadmium resistance protein CzcA   ,China.pigfarm.SRR5976183,ctg_138573,1,China.pigfarm.SRR5976183_ctg_138573
23139,3022,China.pigfarm.SRR5976181_ctg_565851_00033,-,tet_ribosomoal_protect,RF0135,1.1e-98,333.5,0.0,2.8e-96,325.6,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_565851,33,China.pigfarm.SRR5976181_ctg_565851
15813,2620,China.pigfarm.SRR5976185_ctg_403021_00004,-,tet_ribosomoal_protect,RF0135,1.4e-98,333.2,0.0,3.7e-96,325.2,0.0,2.9,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_403021,4,China.pigfarm.SRR5976185_ctg_403021
18743,2172,China.pigfarm.SRR5976183_ctg_582286_00005,-,RND_efflux,RF0115,1.8e-98,333.2,0.0,2.4e-59,203.7,0.7,2.8,2,1,0,2,2,2,2,Cobalt-zinc-cadmium resistance protein CzcA   ,China.pigfarm.SRR5976183,ctg_582286,5,China.pigfarm.SRR5976183_ctg_582286
19372,2801,China.pigfarm.SRR5976183_ctg_682135_00008,-,tet_ribosomoal_protect,RF0135,1.9e-98,332.7,0.0,4.1e-96,325.0,0.0,2.9,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_682135,8,China.pigfarm.SRR5976183_ctg_682135
15204,2011,China.pigfarm.SRR5976185_ctg_174231_00006,-,RND_efflux,RF0115,3.3e-98,332.4,0.0,2.6e-59,203.6,0.7,2.8,2,2,0,2,2,2,2,Cobalt-zinc-cadmium resistance protein CzcA    ,China.pigfarm.SRR5976185,ctg_174231,6,China.pigfarm.SRR5976185_ctg_174231
8608,1845,China.pigfarm.SRR5976182_ctg_408164_00003,-,RND_efflux,RF0115,3.1e-98,332.1,0.0,2e-59,203.6,0.7,2.8,2,1,0,2,2,2,2,Cobalt-zinc-cadmium resistance protein CzcA   ,China.pigfarm.SRR5976182,ctg_408164,3,China.pigfarm.SRR5976182_ctg_408164
23140,3023,China.pigfarm.SRR5976181_ctg_51315_00002,-,tet_ribosomoal_protect,RF0135,3.4e-98,331.9,0.0,7.1e-97,327.5,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_51315,2,China.pigfarm.SRR5976181_ctg_51315
6030,2479,China.pigfarm.SRR5976184_ctg_193957_00008,-,tet_ribosomoal_protect,RF0135,3e-98,331.9,0.0,6.4e-97,327.5,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_193957,8,China.pigfarm.SRR5976184_ctg_193957
2816,2816,China.pigfarm.SRR5976186_ctg_490310_00008,-,tet_ribosomoal_protect,RF0135,3.4e-98,331.9,0.0,7.1e-97,327.5,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_490310,8,China.pigfarm.SRR5976186_ctg_490310
15814,2621,China.pigfarm.SRR5976185_ctg_465564_00002,-,tet_ribosomoal_protect,RF0135,3.5e-98,331.9,0.0,7.3e-97,327.5,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_465564,2,China.pigfarm.SRR5976185_ctg_465564
11886,2164,China.pigfarm.SRR5976187_ctg_431919_00004,-,RND_efflux,RF0115,4.3e-98,331.8,0.0,2.4e-59,203.6,0.7,2.9,2,2,0,2,2,2,2,Cobalt-zinc-cadmium resistance protein CzcA   ,China.pigfarm.SRR5976187,ctg_431919,4,China.pigfarm.SRR5976187_ctg_431919
9171,2408,China.pigfarm.SRR5976182_ctg_602732_00008,-,tet_ribosomoal_protect,RF0135,4.3e-98,331.2,0.0,9.2e-97,326.8,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_602732,8,China.pigfarm.SRR5976182_ctg_602732
2147,2147,China.pigfarm.SRR5976186_ctg_635195_00003,-,RND_efflux,RF0115,2.4e-97,329.5,0.0,1.2e-59,204.7,0.4,2.8,2,1,0,2,2,2,2,Cobalt-zinc-cadmium resistance protein CzcA   ,China.pigfarm.SRR5976186,ctg_635195,3,China.pigfarm.SRR5976186_ctg_635195
11887,2165,China.pigfarm.SRR5976187_ctg_389359_00002,-,RND_efflux,RF0115,4.5e-97,328.5,0.0,6.4e-97,328.0,0.0,1.2,1,0,0,1,1,1,1,Swarming motility protein SwrC   ,China.pigfarm.SRR5976187,ctg_389359,2,China.pigfarm.SRR5976187_ctg_389359
17071,500,China.pigfarm.SRR5976183_ctg_450026_00016,-,Cfr23_rRNA_methyltrans,RF0048,2.7e-96,325.4,0.0,3e-96,325.2,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976183,ctg_450026,16,China.pigfarm.SRR5976183_ctg_450026
22477,2360,China.pigfarm.SRR5976181_ctg_754316_00002,-,RND_efflux,RF0115,4.1e-96,325.4,0.0,5.9e-96,324.9,0.0,1.2,1,0,0,1,1,1,1,Multidrug resistance protein MdtB   ,China.pigfarm.SRR5976181,ctg_754316,2,China.pigfarm.SRR5976181_ctg_754316
19374,2803,China.pigfarm.SRR5976183_ctg_221731_00007,-,tet_ribosomoal_protect,RF0135,5e-96,324.7,0.0,3e-94,318.8,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_221731,7,China.pigfarm.SRR5976183_ctg_221731
16842,271,China.pigfarm.SRR5976183_ctg_682887_00016,-,adeC-adeK-oprM,RF0021,5.7e-96,324.4,11.6,6.9e-96,324.2,11.6,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976183,ctg_682887,16,China.pigfarm.SRR5976183_ctg_682887
15815,2622,China.pigfarm.SRR5976185_ctg_415297_00015,-,tet_ribosomoal_protect,RF0135,6.6e-96,324.4,0.0,9.4e-95,320.6,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_415297,15,China.pigfarm.SRR5976185_ctg_415297
