,index,target_name,target_accession,query_name,query_accession,eval_full_seq,score_full_seq,bias_full_seq,e_val_best_dom,score_best_dom,bias_best_dom,exp,reg,clu,ov,env,dom,rep,inc,target_description,sample_names,contig_id,gene_id,sample_contig
961,6035,China.pigfarm.SRR5976184_ctg_245907_00037,-,tet_ribosomoal_protect,RF0135,1.6e-91,309.7,0.2,1.8e-89,302.9,0.2,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_245907,37,China.pigfarm.SRR5976184_ctg_245907
962,23148,China.pigfarm.SRR5976181_ctg_103789_00004,-,tet_ribosomoal_protect,RF0135,2.9e-91,309.0,0.0,3.5e-89,302.1,0.0,2.8,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_103789,4,China.pigfarm.SRR5976181_ctg_103789
963,6036,China.pigfarm.SRR5976184_ctg_143119_00005,-,tet_ribosomoal_protect,RF0135,2.6e-91,309.0,0.1,2.6e-89,302.4,0.1,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_143119,5,China.pigfarm.SRR5976184_ctg_143119
969,23149,China.pigfarm.SRR5976181_ctg_712272_00005,-,tet_ribosomoal_protect,RF0135,1e-90,307.2,0.0,6.3e-89,301.3,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_712272,5,China.pigfarm.SRR5976181_ctg_712272
970,19380,China.pigfarm.SRR5976183_ctg_457555_00004,-,tet_ribosomoal_protect,RF0135,1e-90,307.2,0.0,6.2e-89,301.3,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_457555,4,China.pigfarm.SRR5976183_ctg_457555
971,12493,China.pigfarm.SRR5976187_ctg_366982_00006,-,tet_ribosomoal_protect,RF0135,1e-90,307.1,0.0,6.1e-89,301.2,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_366982,6,China.pigfarm.SRR5976187_ctg_366982
974,6037,China.pigfarm.SRR5976184_ctg_276039_00004,-,tet_ribosomoal_protect,RF0135,1.4e-90,306.6,0.0,8.5e-89,300.7,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_276039,4,China.pigfarm.SRR5976184_ctg_276039
975,9178,China.pigfarm.SRR5976182_ctg_607842_00005,-,tet_ribosomoal_protect,RF0135,1.2e-90,306.6,0.0,7.4e-89,300.7,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_607842,5,China.pigfarm.SRR5976182_ctg_607842
979,13647,China.pigfarm.SRR5976185_ctg_474239_00073,-,Cfr23_rRNA_methyltrans,RF0048,1.9e-90,306.2,0.0,2.1e-90,306.0,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976185,ctg_474239,73,China.pigfarm.SRR5976185_ctg_474239
982,16071,China.pigfarm.SRR5976185_ctg_124282_00259,-,vanA,RF0149,2.2e-90,305.7,0.3,2.5e-90,305.5,0.3,1.0,1,0,0,1,1,1,1,D-alanine--D-alanine ligase A     ,China.pigfarm.SRR5976185,ctg_124282,259,China.pigfarm.SRR5976185_ctg_124282
983,6038,China.pigfarm.SRR5976184_ctg_238210_00035,-,tet_ribosomoal_protect,RF0135,5.3e-90,304.7,0.0,3.1e-88,298.8,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_238210,35,China.pigfarm.SRR5976184_ctg_238210
984,12495,China.pigfarm.SRR5976187_ctg_100304_00020,-,tet_ribosomoal_protect,RF0135,5.3e-90,304.7,0.1,2.4e-88,299.2,0.1,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_100304,20,China.pigfarm.SRR5976187_ctg_100304
987,2824,China.pigfarm.SRR5976186_ctg_725557_00005,-,tet_ribosomoal_protect,RF0135,7.6e-90,304.3,0.1,3.5e-88,298.8,0.1,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_725557,5,China.pigfarm.SRR5976186_ctg_725557
988,9179,China.pigfarm.SRR5976182_ctg_92782_00004,-,tet_ribosomoal_protect,RF0135,5.9e-90,304.3,0.1,2.7e-88,298.8,0.1,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_92782,4,China.pigfarm.SRR5976182_ctg_92782
989,19382,China.pigfarm.SRR5976183_ctg_30452_00039,-,tet_ribosomoal_protect,RF0135,7.6e-90,304.3,0.1,3.4e-88,298.8,0.1,2.6,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_30452,39,China.pigfarm.SRR5976183_ctg_30452
991,6039,China.pigfarm.SRR5976184_ctg_184502_00011,-,tet_ribosomoal_protect,RF0135,1.1e-89,303.6,0.0,9.2e-88,297.3,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_184502,11,China.pigfarm.SRR5976184_ctg_184502
992,23152,China.pigfarm.SRR5976181_ctg_87837_00005,-,tet_ribosomoal_protect,RF0135,1.4e-89,303.4,0.0,3.4e-87,295.6,0.0,2.8,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_87837,5,China.pigfarm.SRR5976181_ctg_87837
994,18744,China.pigfarm.SRR5976183_ctg_122942_00001,-,RND_efflux,RF0115,2e-89,303.3,10.0,2.2e-89,303.1,10.0,1.0,1,0,0,1,1,1,1,Nickel and cobalt resistance protein CnrA ,China.pigfarm.SRR5976183,ctg_122942,1,China.pigfarm.SRR5976183_ctg_122942
995,15827,China.pigfarm.SRR5976185_ctg_611169_00031,-,tet_ribosomoal_protect,RF0135,1.5e-89,303.3,0.1,2.4e-87,296.1,0.1,2.7,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_611169,31,China.pigfarm.SRR5976185_ctg_611169
998,6040,China.pigfarm.SRR5976184_ctg_331478_00005,-,tet_ribosomoal_protect,RF0135,1.7e-89,303.0,0.0,3.7e-87,295.3,0.0,2.8,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_331478,5,China.pigfarm.SRR5976184_ctg_331478
1001,19384,China.pigfarm.SRR5976183_ctg_74497_00001,-,tet_ribosomoal_protect,RF0135,4.5e-89,301.8,0.0,8.4e-87,294.2,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_74497,1,China.pigfarm.SRR5976183_ctg_74497
1002,9180,China.pigfarm.SRR5976182_ctg_43838_00005,-,tet_ribosomoal_protect,RF0135,3.8e-89,301.7,0.0,2.7e-87,295.5,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_43838,5,China.pigfarm.SRR5976182_ctg_43838
1003,23153,China.pigfarm.SRR5976181_ctg_15191_00032,-,tet_ribosomoal_protect,RF0135,4.9e-89,301.7,0.0,3.4e-87,295.5,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_15191,32,China.pigfarm.SRR5976181_ctg_15191
1004,11890,China.pigfarm.SRR5976187_ctg_269899_00001,-,RND_efflux,RF0115,7.6e-89,301.2,0.0,1.1e-88,300.7,0.0,1.3,1,1,0,1,1,1,1,Nickel and cobalt resistance protein CnrA ,China.pigfarm.SRR5976187,ctg_269899,1,China.pigfarm.SRR5976187_ctg_269899
1005,15828,China.pigfarm.SRR5976185_ctg_71000_00039,-,tet_ribosomoal_protect,RF0135,8.8e-89,300.8,0.0,7.4e-87,294.5,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_71000,39,China.pigfarm.SRR5976185_ctg_71000
1006,2826,China.pigfarm.SRR5976186_ctg_541650_00039,-,tet_ribosomoal_protect,RF0135,8.5e-89,300.8,0.0,7.2e-87,294.5,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_541650,39,China.pigfarm.SRR5976186_ctg_541650
1007,23154,China.pigfarm.SRR5976181_ctg_554466_00031,-,tet_ribosomoal_protect,RF0135,8.5e-89,300.8,0.0,7.2e-87,294.5,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_554466,31,China.pigfarm.SRR5976181_ctg_554466
1008,12497,China.pigfarm.SRR5976187_ctg_250358_00039,-,tet_ribosomoal_protect,RF0135,7.8e-89,300.8,0.0,6.6e-87,294.5,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_250358,39,China.pigfarm.SRR5976187_ctg_250358
1010,19385,China.pigfarm.SRR5976183_ctg_76652_00039,-,tet_ribosomoal_protect,RF0135,8.4e-89,300.8,0.0,7.1e-87,294.5,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_76652,39,China.pigfarm.SRR5976183_ctg_76652
1014,23155,China.pigfarm.SRR5976181_ctg_598474_00001,-,tet_ribosomoal_protect,RF0135,2.5e-88,299.3,0.0,4.5e-86,291.8,0.0,2.8,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_598474,1,China.pigfarm.SRR5976181_ctg_598474
1015,23156,China.pigfarm.SRR5976181_ctg_155730_00005,-,tet_ribosomoal_protect,RF0135,3.1e-88,299.0,0.0,2.3e-86,292.8,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_155730,5,China.pigfarm.SRR5976181_ctg_155730
1016,15829,China.pigfarm.SRR5976185_ctg_357544_00003,-,tet_ribosomoal_protect,RF0135,3.3e-88,298.9,0.0,2.9e-86,292.5,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_357544,3,China.pigfarm.SRR5976185_ctg_357544
1017,9181,China.pigfarm.SRR5976182_ctg_204952_00003,-,tet_ribosomoal_protect,RF0135,2.5e-88,298.9,0.0,1.9e-86,292.7,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_204952,3,China.pigfarm.SRR5976182_ctg_204952
1019,12499,China.pigfarm.SRR5976187_ctg_259093_00004,-,tet_ribosomoal_protect,RF0135,3.7e-88,298.6,0.0,2.1e-86,292.8,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_259093,4,China.pigfarm.SRR5976187_ctg_259093
1020,2828,China.pigfarm.SRR5976186_ctg_683229_00022,-,tet_ribosomoal_protect,RF0135,4e-88,298.6,0.0,2.3e-86,292.8,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_683229,22,China.pigfarm.SRR5976186_ctg_683229
1021,23157,China.pigfarm.SRR5976181_ctg_598603_00004,-,tet_ribosomoal_protect,RF0135,4e-88,298.6,0.0,2.3e-86,292.8,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_598603,4,China.pigfarm.SRR5976181_ctg_598603
1022,15830,China.pigfarm.SRR5976185_ctg_580035_00004,-,tet_ribosomoal_protect,RF0135,4.1e-88,298.6,0.0,2.4e-86,292.8,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_580035,4,China.pigfarm.SRR5976185_ctg_580035
1023,9182,China.pigfarm.SRR5976182_ctg_98907_00004,-,tet_ribosomoal_protect,RF0135,6e-88,297.7,0.0,1.6e-85,289.7,0.0,2.8,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_98907,4,China.pigfarm.SRR5976182_ctg_98907
1026,19386,China.pigfarm.SRR5976183_ctg_608532_00015,-,tet_ribosomoal_protect,RF0135,1.5e-87,296.7,0.0,3.7e-85,288.8,0.0,2.9,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_608532,15,China.pigfarm.SRR5976183_ctg_608532
1027,12500,China.pigfarm.SRR5976187_ctg_254428_00002,-,tet_ribosomoal_protect,RF0135,1.6e-87,296.5,0.0,1.7e-85,289.8,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_254428,2,China.pigfarm.SRR5976187_ctg_254428
1030,19387,China.pigfarm.SRR5976183_ctg_62003_00003,-,tet_ribosomoal_protect,RF0135,4e-87,295.3,0.0,1.1e-84,287.3,0.0,2.8,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_62003,3,China.pigfarm.SRR5976183_ctg_62003
1037,16843,China.pigfarm.SRR5976183_ctg_160725_00003,-,adeC-adeK-oprM,RF0021,1.1e-86,293.9,9.4,1.2e-86,293.7,9.4,1.0,1,0,0,1,1,1,1,Antibiotic efflux pump outer membrane protein ArpC,China.pigfarm.SRR5976183,ctg_160725,3,China.pigfarm.SRR5976183_ctg_160725
1040,12501,China.pigfarm.SRR5976187_ctg_230583_00005,-,tet_ribosomoal_protect,RF0135,1.1e-86,293.8,0.0,1.3e-84,286.9,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_230583,5,China.pigfarm.SRR5976187_ctg_230583
1041,2830,China.pigfarm.SRR5976186_ctg_402266_00003,-,tet_ribosomoal_protect,RF0135,1.2e-86,293.8,0.0,2.9e-84,285.9,0.0,2.8,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_402266,3,China.pigfarm.SRR5976186_ctg_402266
1043,23160,China.pigfarm.SRR5976181_ctg_452770_00094,-,tet_ribosomoal_protect,RF0135,1.7e-86,293.2,0.0,5.4e-84,285.0,0.0,2.8,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_452770,94,China.pigfarm.SRR5976181_ctg_452770
1044,2831,China.pigfarm.SRR5976186_ctg_75634_00010,-,tet_ribosomoal_protect,RF0135,2.1e-86,293.0,0.0,2.4e-84,286.1,0.0,2.8,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_75634,10,China.pigfarm.SRR5976186_ctg_75634
1054,23161,China.pigfarm.SRR5976181_ctg_313566_00003,-,tet_ribosomoal_protect,RF0135,6.8e-86,291.3,0.0,7.6e-84,284.5,0.0,2.8,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_313566,3,China.pigfarm.SRR5976181_ctg_313566
1055,9183,China.pigfarm.SRR5976182_ctg_125377_00005,-,tet_ribosomoal_protect,RF0135,5.3e-86,291.3,0.0,5.9e-84,284.5,0.0,2.8,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_125377,5,China.pigfarm.SRR5976182_ctg_125377
1059,12502,China.pigfarm.SRR5976187_ctg_503617_00004,-,tet_ribosomoal_protect,RF0135,1.1e-85,290.5,0.0,4.6e-85,288.4,0.0,1.9,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_503617,4,China.pigfarm.SRR5976187_ctg_503617
1060,6042,China.pigfarm.SRR5976184_ctg_386247_00002,-,tet_ribosomoal_protect,RF0135,1.2e-85,290.3,0.0,5.2e-85,288.2,0.0,1.9,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_386247,2,China.pigfarm.SRR5976184_ctg_386247
1061,9184,China.pigfarm.SRR5976182_ctg_347575_00033,-,tet_ribosomoal_protect,RF0135,1.1e-85,290.2,0.0,1.1e-83,283.7,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_347575,33,China.pigfarm.SRR5976182_ctg_347575
1062,19390,China.pigfarm.SRR5976183_ctg_432354_00004,-,tet_ribosomoal_protect,RF0135,1.6e-85,290.0,0.0,6.9e-85,287.9,0.0,1.9,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_432354,4,China.pigfarm.SRR5976183_ctg_432354
1067,23162,China.pigfarm.SRR5976181_ctg_147532_00006,-,tet_ribosomoal_protect,RF0135,2.8e-85,289.2,0.0,1.6e-83,283.4,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_147532,6,China.pigfarm.SRR5976181_ctg_147532
1068,15832,China.pigfarm.SRR5976185_ctg_647902_00007,-,tet_ribosomoal_protect,RF0135,3.2e-85,289.1,0.0,2.5e-83,282.8,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_647902,7,China.pigfarm.SRR5976185_ctg_647902
1071,8612,China.pigfarm.SRR5976182_ctg_242353_00004,-,RND_efflux,RF0115,3.6e-85,288.8,0.4,4.3e-85,288.6,0.4,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976182,ctg_242353,4,China.pigfarm.SRR5976182_ctg_242353
1072,19391,China.pigfarm.SRR5976183_ctg_471388_00050,-,tet_ribosomoal_protect,RF0135,4.5e-85,288.5,0.0,3.7e-83,282.2,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_471388,50,China.pigfarm.SRR5976183_ctg_471388
1075,9185,China.pigfarm.SRR5976182_ctg_551468_00011,-,tet_ribosomoal_protect,RF0135,7.2e-85,287.5,0.0,5.9e-83,281.2,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_551468,11,China.pigfarm.SRR5976182_ctg_551468
1079,12503,China.pigfarm.SRR5976187_ctg_452596_00003,-,tet_ribosomoal_protect,RF0135,1.5e-84,286.7,0.0,1.3e-82,280.3,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_452596,3,China.pigfarm.SRR5976187_ctg_452596
1080,6044,China.pigfarm.SRR5976184_ctg_269744_00005,-,tet_ribosomoal_protect,RF0135,1.5e-84,286.7,0.0,1.3e-82,280.3,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_269744,5,China.pigfarm.SRR5976184_ctg_269744
1081,19392,China.pigfarm.SRR5976183_ctg_147445_00002,-,tet_ribosomoal_protect,RF0135,1.7e-84,286.7,0.0,1.4e-82,280.3,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_147445,2,China.pigfarm.SRR5976183_ctg_147445
1084,10237,China.pigfarm.SRR5976187_ctg_425422_00006,-,Cfr23_rRNA_methyltrans,RF0048,2.9e-84,285.7,0.0,3.6e-84,285.4,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976187,ctg_425422,6,China.pigfarm.SRR5976187_ctg_425422
1085,12504,China.pigfarm.SRR5976187_ctg_247318_00005,-,tet_ribosomoal_protect,RF0135,3.4e-84,285.5,0.0,1.9e-82,279.8,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_247318,5,China.pigfarm.SRR5976187_ctg_247318
1088,19393,China.pigfarm.SRR5976183_ctg_109727_00003,-,tet_ribosomoal_protect,RF0135,4.3e-84,285.3,0.0,2.9e-82,279.2,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_109727,3,China.pigfarm.SRR5976183_ctg_109727
1089,20444,China.pigfarm.SRR5976181_ctg_142694_00003,-,adeC-adeK-oprM,RF0021,4.5e-84,285.2,20.1,5e-84,285.1,20.1,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976181,ctg_142694,3,China.pigfarm.SRR5976181_ctg_142694
1091,10008,China.pigfarm.SRR5976187_ctg_121864_00005,-,adeC-adeK-oprM,RF0021,4.5e-84,285.1,14.1,5.3e-84,284.8,14.1,1.0,1,0,0,1,1,1,1,Cation efflux system protein CusC  ,China.pigfarm.SRR5976187,ctg_121864,5,China.pigfarm.SRR5976187_ctg_121864
1092,2834,China.pigfarm.SRR5976186_ctg_301350_00003,-,tet_ribosomoal_protect,RF0135,4.9e-84,285.1,0.0,2.8e-82,279.3,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_301350,3,China.pigfarm.SRR5976186_ctg_301350
1093,9186,China.pigfarm.SRR5976182_ctg_363136_00012,-,tet_ribosomoal_protect,RF0135,3.8e-84,285.1,0.0,2.2e-82,279.3,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_363136,12,China.pigfarm.SRR5976182_ctg_363136
1094,15834,China.pigfarm.SRR5976185_ctg_601079_00023,-,tet_ribosomoal_protect,RF0135,5.1e-84,285.1,0.0,2.8e-82,279.3,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_601079,23,China.pigfarm.SRR5976185_ctg_601079
1096,19394,China.pigfarm.SRR5976183_ctg_513942_00008,-,tet_ribosomoal_protect,RF0135,7.5e-84,284.5,0.0,5.9e-82,278.2,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_513942,8,China.pigfarm.SRR5976183_ctg_513942
1097,9187,China.pigfarm.SRR5976182_ctg_352554_00005,-,tet_ribosomoal_protect,RF0135,5.9e-84,284.5,0.0,4.6e-82,278.2,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_352554,5,China.pigfarm.SRR5976182_ctg_352554
1098,15835,China.pigfarm.SRR5976185_ctg_415223_00006,-,tet_ribosomoal_protect,RF0135,8.2e-84,284.4,0.0,3.5e-83,282.4,0.0,1.9,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_415223,6,China.pigfarm.SRR5976185_ctg_415223
1100,20445,China.pigfarm.SRR5976181_ctg_539556_00002,-,adeC-adeK-oprM,RF0021,1e-83,284.1,15.3,1.1e-83,283.9,15.3,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976181,ctg_539556,2,China.pigfarm.SRR5976181_ctg_539556
1101,16844,China.pigfarm.SRR5976183_ctg_480176_00002,-,adeC-adeK-oprM,RF0021,9.9e-84,284.1,15.3,1.1e-83,283.9,15.3,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976183,ctg_480176,2,China.pigfarm.SRR5976183_ctg_480176
1113,20691,China.pigfarm.SRR5976181_ctg_197623_00004,-,Cfr23_rRNA_methyltrans,RF0048,1.6e-83,283.3,0.0,2.1e-83,282.9,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976181,ctg_197623,4,China.pigfarm.SRR5976181_ctg_197623
1114,3976,China.pigfarm.SRR5976184_ctg_229963_00093,-,Cfr23_rRNA_methyltrans,RF0048,1.6e-83,283.2,0.0,1.9e-83,282.9,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976184,ctg_229963,93,China.pigfarm.SRR5976184_ctg_229963
1141,10009,China.pigfarm.SRR5976187_ctg_270072_00003,-,adeC-adeK-oprM,RF0021,1e-81,277.3,26.7,1.2e-81,277.0,26.7,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976187,ctg_270072,3,China.pigfarm.SRR5976187_ctg_270072
1145,13434,China.pigfarm.SRR5976185_ctg_142687_00008,-,adeC-adeK-oprM,RF0021,1.5e-81,276.9,27.1,1.9e-81,276.6,27.1,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM    ,China.pigfarm.SRR5976185,ctg_142687,8,China.pigfarm.SRR5976185_ctg_142687
1149,20446,China.pigfarm.SRR5976181_ctg_28476_00002,-,adeC-adeK-oprM,RF0021,2.7e-81,276.1,15.1,3e-81,275.9,15.1,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976181,ctg_28476,2,China.pigfarm.SRR5976181_ctg_28476
1155,3764,China.pigfarm.SRR5976184_ctg_362822_00015,-,adeC-adeK-oprM,RF0021,6.3e-81,274.7,13.8,7.1e-81,274.5,13.8,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976184,ctg_362822,15,China.pigfarm.SRR5976184_ctg_362822
1156,10010,China.pigfarm.SRR5976187_ctg_578371_00002,-,adeC-adeK-oprM,RF0021,8.1e-81,274.4,13.7,9e-81,274.2,13.7,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976187,ctg_578371,2,China.pigfarm.SRR5976187_ctg_578371
1157,3980,China.pigfarm.SRR5976184_ctg_442270_00007,-,Cfr23_rRNA_methyltrans,RF0048,8.8e-81,274.2,0.0,1e-80,273.9,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976184,ctg_442270,7,China.pigfarm.SRR5976184_ctg_442270
1159,16410,China.pigfarm.SRR5976185_ctg_531645_00003,-,vanT,RF0156,2.5e-80,273.2,0.6,3.4e-80,272.8,0.6,1.0,1,0,0,1,1,1,1,Alanine racemase 1     ,China.pigfarm.SRR5976185,ctg_531645,3,China.pigfarm.SRR5976185_ctg_531645
1161,6594,China.pigfarm.SRR5976184_ctg_580147_00011,-,vanT,RF0156,2.2e-80,273.2,0.6,2.9e-80,272.8,0.6,1.0,1,0,0,1,1,1,1,Alanine racemase 1    ,China.pigfarm.SRR5976184,ctg_580147,11,China.pigfarm.SRR5976184_ctg_580147
1162,13049,China.pigfarm.SRR5976187_ctg_441063_00006,-,vanT,RF0156,2.5e-80,273.1,0.6,3.3e-80,272.7,0.6,1.0,1,0,0,1,1,1,1,Alanine racemase 1    ,China.pigfarm.SRR5976187,ctg_441063,6,China.pigfarm.SRR5976187_ctg_441063
1163,3377,China.pigfarm.SRR5976186_ctg_65200_00004,-,vanT,RF0156,2.7e-80,273.1,0.6,3.6e-80,272.7,0.6,1.0,1,0,0,1,1,1,1,Alanine racemase 1    ,China.pigfarm.SRR5976186,ctg_65200,4,China.pigfarm.SRR5976186_ctg_65200
1170,7004,China.pigfarm.SRR5976182_ctg_648435_00005,-,adeC-adeK-oprM,RF0021,3.4e-80,272.1,17.2,4e-80,271.8,17.2,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976182,ctg_648435,5,China.pigfarm.SRR5976182_ctg_648435
1171,254,China.pigfarm.SRR5976186_ctg_572281_00002,-,adeC-adeK-oprM,RF0021,4.3e-80,272.1,17.2,5.2e-80,271.8,17.2,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976186,ctg_572281,2,China.pigfarm.SRR5976186_ctg_572281
1172,13435,China.pigfarm.SRR5976185_ctg_449055_00002,-,adeC-adeK-oprM,RF0021,4.5e-80,272.1,17.2,5.3e-80,271.8,17.2,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM    ,China.pigfarm.SRR5976185,ctg_449055,2,China.pigfarm.SRR5976185_ctg_449055
1173,16593,China.pigfarm.SRR5976183_ctg_108712_00019,-,adeA-adeI,RF0019,3.7e-80,272.1,3.6,5.8e-40,139.7,1.8,2.3,2,0,0,2,2,2,2,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976183,ctg_108712,19,China.pigfarm.SRR5976183_ctg_108712
