,index,target_name,target_accession,query_name,query_accession,eval_full_seq,score_full_seq,bias_full_seq,e_val_best_dom,score_best_dom,bias_best_dom,exp,reg,clu,ov,env,dom,rep,inc,target_description,sample_names,contig_id,gene_id,sample_contig
107,335,wwGlobalAMR.ERR2607403_ctg_128984_00024,-,adeC-adeK-oprM,RF0021,8.3e-146,488.5,43.4,6.6e-79,267.9,6.8,2.6,1,1,1,2,2,2,2,Outer membrane protein OprM    ,wwGlobalAMR.ERR2607403,ctg_128984,24,wwGlobalAMR.ERR2607403_ctg_128984
110,337,wwGlobalAMR.ERR2607403_ctg_773095_00009,-,adeC-adeK-oprM,RF0021,4.6e-143,479.5,31.4,6e-143,479.1,31.4,1.0,1,0,0,1,1,1,1,Multidrug/solvent efflux pump outer membrane protein MepC ,wwGlobalAMR.ERR2607403,ctg_773095,9,wwGlobalAMR.ERR2607403_ctg_773095
111,338,wwGlobalAMR.ERR2607403_ctg_885425_00005,-,adeC-adeK-oprM,RF0021,2.9e-139,466.9,16.1,3.8e-139,466.6,16.1,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM    ,wwGlobalAMR.ERR2607403,ctg_885425,5,wwGlobalAMR.ERR2607403_ctg_885425
112,339,wwGlobalAMR.ERR2607403_ctg_678264_00005,-,adeC-adeK-oprM,RF0021,1.6e-137,461.2,12.7,2e-137,460.8,12.7,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM    ,wwGlobalAMR.ERR2607403,ctg_678264,5,wwGlobalAMR.ERR2607403_ctg_678264
113,340,wwGlobalAMR.ERR2607403_ctg_446433_00005,-,adeC-adeK-oprM,RF0021,7.7e-135,452.3,8.8,9e-135,452.1,8.8,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM    ,wwGlobalAMR.ERR2607403,ctg_446433,5,wwGlobalAMR.ERR2607403_ctg_446433
115,2393,wwGlobalAMR.ERR2607403_ctg_920525_00001,-,RND_efflux,RF0115,6.1e-132,443.8,7.2,6.1e-132,443.8,7.2,1.5,2,0,0,2,2,1,1,Multidrug resistance protein MdtC    ,wwGlobalAMR.ERR2607403,ctg_920525,1,wwGlobalAMR.ERR2607403_ctg_920525
116,232,wwGlobalAMR.ERR2607403_ctg_446433_00006,-,adeB,RF0020,1.2e-130,439.2,1.7,1.5e-130,438.8,1.7,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MexB    ,wwGlobalAMR.ERR2607403,ctg_446433,6,wwGlobalAMR.ERR2607403_ctg_446433
117,234,wwGlobalAMR.ERR2607403_ctg_918883_00001,-,adeB,RF0020,2e-126,425.2,5.2,2.4e-126,424.9,5.2,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MexB    ,wwGlobalAMR.ERR2607403,ctg_918883,1,wwGlobalAMR.ERR2607403_ctg_918883
118,341,wwGlobalAMR.ERR2607403_ctg_773107_00002,-,adeC-adeK-oprM,RF0021,7.6e-126,422.7,10.6,8.4e-126,422.5,10.6,1.0,1,0,0,1,1,1,1,Cation efflux system protein CusC   ,wwGlobalAMR.ERR2607403,ctg_773107,2,wwGlobalAMR.ERR2607403_ctg_773107
119,1440,wwGlobalAMR.ERR2607403_ctg_572051_00005,-,MexA,RF0096,4.7e-122,410.0,8.0,5.7e-122,409.7,8.0,1.0,1,0,0,1,1,1,1,Multidrug export protein AcrE    ,wwGlobalAMR.ERR2607403,ctg_572051,5,wwGlobalAMR.ERR2607403_ctg_572051
120,2394,wwGlobalAMR.ERR2607403_ctg_329416_00006,-,RND_efflux,RF0115,5e-121,407.6,2.1,5.8e-121,407.4,2.1,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepG   ,wwGlobalAMR.ERR2607403,ctg_329416,6,wwGlobalAMR.ERR2607403_ctg_329416
121,24,wwGlobalAMR.ERR2607403_ctg_859588_00001,-,adeA-adeI,RF0019,1.6e-118,398.2,13.0,1.9e-118,397.9,13.0,1.0,1,0,0,1,1,1,1,Multidrug export protein AcrE    ,wwGlobalAMR.ERR2607403,ctg_859588,1,wwGlobalAMR.ERR2607403_ctg_859588
123,2395,wwGlobalAMR.ERR2607403_ctg_327672_00004,-,RND_efflux,RF0115,1.1e-117,396.5,7.2,1.4e-117,396.3,7.2,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtC    ,wwGlobalAMR.ERR2607403,ctg_327672,4,wwGlobalAMR.ERR2607403_ctg_327672
136,28,wwGlobalAMR.ERR2607403_ctg_407730_00004,-,adeA-adeI,RF0019,4e-110,370.5,12.9,4.7e-110,370.3,12.9,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MexA    ,wwGlobalAMR.ERR2607403,ctg_407730,4,wwGlobalAMR.ERR2607403_ctg_407730
137,3618,wwGlobalAMR.ERR2607403_ctg_517387_00003,-,VEB-PER,RF0161,3.5e-110,369.7,1.9,3.8e-110,369.6,1.9,1.0,1,0,0,1,1,1,1,Extended-spectrum beta-lactamase PER-1     ,wwGlobalAMR.ERR2607403,ctg_517387,3,wwGlobalAMR.ERR2607403_ctg_517387
143,342,wwGlobalAMR.ERR2607403_ctg_78142_00008,-,adeC-adeK-oprM,RF0021,2.3e-108,365.0,15.7,3e-108,364.7,15.7,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM    ,wwGlobalAMR.ERR2607403,ctg_78142,8,wwGlobalAMR.ERR2607403_ctg_78142
144,1655,wwGlobalAMR.ERR2607403_ctg_831134_00013,-,MexE,RF0098,3.1e-108,364.3,12.8,3.9e-108,364.0,12.8,1.0,1,0,0,1,1,1,1,Multidrug efflux pump subunit AcrA   ,wwGlobalAMR.ERR2607403,ctg_831134,13,wwGlobalAMR.ERR2607403_ctg_831134
146,3167,wwGlobalAMR.ERR2607403_ctg_596365_00012,-,tet_ribosomoal_protect,RF0135,2.9e-107,361.6,0.0,2.2e-54,186.9,0.0,2.6,2,1,0,2,2,2,2,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_596365,12,wwGlobalAMR.ERR2607403_ctg_596365
148,30,wwGlobalAMR.ERR2607403_ctg_223525_00013,-,adeA-adeI,RF0019,2e-106,358.3,9.7,2.4e-106,358.0,9.7,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MexA    ,wwGlobalAMR.ERR2607403,ctg_223525,13,wwGlobalAMR.ERR2607403_ctg_223525
149,3168,wwGlobalAMR.ERR2607403_ctg_471189_00004,-,tet_ribosomoal_protect,RF0135,1.6e-105,355.8,0.0,5.7e-104,350.7,0.0,2.6,1,1,0,1,1,1,1,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_471189,4,wwGlobalAMR.ERR2607403_ctg_471189
151,3169,wwGlobalAMR.ERR2607403_ctg_893216_00006,-,tet_ribosomoal_protect,RF0135,1.5e-104,352.6,0.2,2.5e-103,348.6,0.2,2.4,1,1,0,1,1,1,1,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_893216,6,wwGlobalAMR.ERR2607403_ctg_893216
153,2397,wwGlobalAMR.ERR2607403_ctg_219112_00001,-,RND_efflux,RF0115,5.6e-104,351.2,9.6,6.2e-104,351.0,9.6,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtB    ,wwGlobalAMR.ERR2607403,ctg_219112,1,wwGlobalAMR.ERR2607403_ctg_219112
154,3170,wwGlobalAMR.ERR2607403_ctg_914765_00007,-,tet_ribosomoal_protect,RF0135,5.3e-104,350.8,0.0,3.2e-102,344.9,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_914765,7,wwGlobalAMR.ERR2607403_ctg_914765
155,3171,wwGlobalAMR.ERR2607403_ctg_244793_00005,-,tet_ribosomoal_protect,RF0135,8.7e-104,350.1,0.6,6e-102,344.0,0.6,2.7,1,1,0,1,1,1,1,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_244793,5,wwGlobalAMR.ERR2607403_ctg_244793
157,343,wwGlobalAMR.ERR2607403_ctg_270363_00008,-,adeC-adeK-oprM,RF0021,4.4e-103,347.6,9.2,5.3e-103,347.4,9.2,1.0,1,0,0,1,1,1,1,Toxin and drug export protein A  ,wwGlobalAMR.ERR2607403,ctg_270363,8,wwGlobalAMR.ERR2607403_ctg_270363
158,344,wwGlobalAMR.ERR2607403_ctg_203834_00008,-,adeC-adeK-oprM,RF0021,2.3e-102,345.3,38.7,3.5e-102,344.6,38.7,1.1,1,0,0,1,1,1,1,Toxin and drug export protein A  ,wwGlobalAMR.ERR2607403,ctg_203834,8,wwGlobalAMR.ERR2607403_ctg_203834
159,3172,wwGlobalAMR.ERR2607403_ctg_845931_00003,-,tet_ribosomoal_protect,RF0135,7.8e-102,343.7,0.0,2.7e-100,338.6,0.0,2.6,1,1,0,1,1,1,1,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_845931,3,wwGlobalAMR.ERR2607403_ctg_845931
160,3173,wwGlobalAMR.ERR2607403_ctg_113049_00015,-,tet_ribosomoal_protect,RF0135,9.1e-102,343.4,0.0,5.6e-100,337.5,0.0,2.6,1,1,0,1,1,1,1,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_113049,15,wwGlobalAMR.ERR2607403_ctg_113049
167,2400,wwGlobalAMR.ERR2607403_ctg_351194_00004,-,RND_efflux,RF0115,9.2e-101,340.5,5.4,1.1e-100,340.3,5.4,1.0,1,0,0,1,1,1,1,Cation efflux system protein CusA   ,wwGlobalAMR.ERR2607403,ctg_351194,4,wwGlobalAMR.ERR2607403_ctg_351194
173,3177,wwGlobalAMR.ERR2607403_ctg_23848_00006,-,tet_ribosomoal_protect,RF0135,1.5e-96,326.2,0.1,1.3e-94,319.8,0.1,2.8,1,1,0,1,1,1,1,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_23848,6,wwGlobalAMR.ERR2607403_ctg_23848
174,32,wwGlobalAMR.ERR2607403_ctg_773095_00011,-,adeA-adeI,RF0019,1.2e-96,326.1,16.1,1.5e-96,325.8,16.1,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MexA    ,wwGlobalAMR.ERR2607403,ctg_773095,11,wwGlobalAMR.ERR2607403_ctg_773095
175,3178,wwGlobalAMR.ERR2607403_ctg_504848_00002,-,tet_ribosomoal_protect,RF0135,3.5e-96,325.0,0.0,7.1e-95,320.7,0.0,2.5,1,1,0,1,1,1,1,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_504848,2,wwGlobalAMR.ERR2607403_ctg_504848
176,247,wwGlobalAMR.ERR2607403_ctg_143324_00008,-,adeB,RF0020,8.1e-95,320.5,5.0,9.9e-95,320.2,5.0,1.0,1,0,0,1,1,1,1,Toluene efflux pump membrane transporter TtgB  ,wwGlobalAMR.ERR2607403,ctg_143324,8,wwGlobalAMR.ERR2607403_ctg_143324
177,3179,wwGlobalAMR.ERR2607403_ctg_150311_00004,-,tet_ribosomoal_protect,RF0135,8.3e-95,320.4,0.0,4.3e-93,314.8,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_150311,4,wwGlobalAMR.ERR2607403_ctg_150311
178,2402,wwGlobalAMR.ERR2607403_ctg_535190_00003,-,RND_efflux,RF0115,1.7e-94,319.8,11.5,1.9e-94,319.6,11.5,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtB    ,wwGlobalAMR.ERR2607403,ctg_535190,3,wwGlobalAMR.ERR2607403_ctg_535190
180,3180,wwGlobalAMR.ERR2607403_ctg_790116_00005,-,tet_ribosomoal_protect,RF0135,4.5e-94,318.0,0.1,2e-92,312.6,0.1,2.7,1,1,0,1,1,1,1,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_790116,5,wwGlobalAMR.ERR2607403_ctg_790116
182,345,wwGlobalAMR.ERR2607403_ctg_451149_00003,-,adeC-adeK-oprM,RF0021,1.2e-93,316.5,36.4,1.6e-93,316.1,36.4,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM    ,wwGlobalAMR.ERR2607403,ctg_451149,3,wwGlobalAMR.ERR2607403_ctg_451149
187,3182,wwGlobalAMR.ERR2607403_ctg_599764_00045,-,tet_ribosomoal_protect,RF0135,1.2e-91,310.0,0.0,4.7e-89,301.4,0.0,2.9,1,1,0,1,1,1,1,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_599764,45,wwGlobalAMR.ERR2607403_ctg_599764
189,35,wwGlobalAMR.ERR2607403_ctg_853724_00002,-,adeA-adeI,RF0019,1.1e-90,306.5,2.4,1.2e-90,306.4,2.4,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtE    ,wwGlobalAMR.ERR2607403,ctg_853724,2,wwGlobalAMR.ERR2607403_ctg_853724
191,1656,wwGlobalAMR.ERR2607403_ctg_889091_00003,-,MexE,RF0098,4.4e-90,304.5,11.8,5.7e-90,304.2,11.8,1.1,1,0,0,1,1,1,1,Multidrug resistance protein MdtE    ,wwGlobalAMR.ERR2607403,ctg_889091,3,wwGlobalAMR.ERR2607403_ctg_889091
195,3560,wwGlobalAMR.ERR2607403_ctg_880490_00005,-,vanT,RF0156,6.4e-88,298.0,4.2,7.9e-88,297.7,4.2,1.0,1,0,0,1,1,1,1,Alanine racemase 2     ,wwGlobalAMR.ERR2607403,ctg_880490,5,wwGlobalAMR.ERR2607403_ctg_880490
198,2405,wwGlobalAMR.ERR2607403_ctg_644705_00002,-,RND_efflux,RF0115,1.1e-84,287.3,2.9,1.2e-84,287.2,2.9,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtB    ,wwGlobalAMR.ERR2607403,ctg_644705,2,wwGlobalAMR.ERR2607403_ctg_644705
200,347,wwGlobalAMR.ERR2607403_ctg_219112_00003,-,adeC-adeK-oprM,RF0021,1.6e-83,283.1,29.3,1.9e-83,282.9,29.3,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM    ,wwGlobalAMR.ERR2607403,ctg_219112,3,wwGlobalAMR.ERR2607403_ctg_219112
201,962,wwGlobalAMR.ERR2607403_ctg_630188_00005,-,ClassD,RF0056,1.5e-83,282.0,1.2,1.8e-83,281.7,1.2,1.0,1,0,0,1,1,1,1,Beta-lactamase OXA-10      ,wwGlobalAMR.ERR2607403,ctg_630188,5,wwGlobalAMR.ERR2607403_ctg_630188
204,963,wwGlobalAMR.ERR2607403_ctg_778222_00005,-,ClassD,RF0056,1.4e-82,278.9,3.4,1.5e-82,278.7,3.4,1.0,1,0,0,1,1,1,1,Beta-lactamase OXA-2      ,wwGlobalAMR.ERR2607403,ctg_778222,5,wwGlobalAMR.ERR2607403_ctg_778222
207,350,wwGlobalAMR.ERR2607403_ctg_16737_00003,-,adeC-adeK-oprM,RF0021,9.4e-82,277.3,27.8,1.2e-81,276.9,27.8,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM    ,wwGlobalAMR.ERR2607403,ctg_16737,3,wwGlobalAMR.ERR2607403_ctg_16737
213,351,wwGlobalAMR.ERR2607403_ctg_19846_00005,-,adeC-adeK-oprM,RF0021,4.1e-80,271.9,29.9,5e-80,271.6,29.9,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM    ,wwGlobalAMR.ERR2607403,ctg_19846,5,wwGlobalAMR.ERR2607403_ctg_19846
217,495,wwGlobalAMR.ERR2607403_ctg_778222_00003,-,blaR1,RF0043,1.7e-78,266.6,42.5,1.9e-78,266.5,42.5,1.0,1,0,0,1,1,1,1,Regulatory protein BlaR1     ,wwGlobalAMR.ERR2607403,ctg_778222,3,wwGlobalAMR.ERR2607403_ctg_778222
218,353,wwGlobalAMR.ERR2607403_ctg_368295_00005,-,adeC-adeK-oprM,RF0021,7.8e-77,261.1,7.3,1.3e-76,260.3,7.3,1.3,1,1,0,1,1,1,1,Outer membrane protein OprM    ,wwGlobalAMR.ERR2607403,ctg_368295,5,wwGlobalAMR.ERR2607403_ctg_368295
221,966,wwGlobalAMR.ERR2607403_ctg_461153_00005,-,ClassD,RF0056,2.1e-75,255.3,0.7,2.3e-75,255.2,0.7,1.0,1,0,0,1,1,1,1,Beta-lactamase OXA-15      ,wwGlobalAMR.ERR2607403,ctg_461153,5,wwGlobalAMR.ERR2607403_ctg_461153
222,2408,wwGlobalAMR.ERR2607403_ctg_451149_00004,-,RND_efflux,RF0115,7.5e-75,254.8,12.8,8.9e-75,254.5,12.8,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtC    ,wwGlobalAMR.ERR2607403,ctg_451149,4,wwGlobalAMR.ERR2607403_ctg_451149
228,496,wwGlobalAMR.ERR2607403_ctg_461153_00007,-,blaR1,RF0043,6e-74,251.7,29.8,7.3e-74,251.4,29.8,1.0,1,0,0,1,1,1,1,Regulatory protein BlaR1     ,wwGlobalAMR.ERR2607403,ctg_461153,7,wwGlobalAMR.ERR2607403_ctg_461153
229,3489,wwGlobalAMR.ERR2607403_ctg_10710_00003,-,vanH,RF0153,5.3e-74,251.1,0.6,6.2e-74,250.9,0.6,1.0,1,0,0,1,1,1,1,D-lactate dehydrogenase      ,wwGlobalAMR.ERR2607403,ctg_10710,3,wwGlobalAMR.ERR2607403_ctg_10710
232,355,wwGlobalAMR.ERR2607403_ctg_98995_00004,-,adeC-adeK-oprM,RF0021,3.3e-73,249.1,29.5,3.9e-73,248.9,29.5,1.0,1,0,0,1,1,1,1,Toluene efflux pump outer membrane protein TtgF ,wwGlobalAMR.ERR2607403,ctg_98995,4,wwGlobalAMR.ERR2607403_ctg_98995
234,3186,wwGlobalAMR.ERR2607403_ctg_56531_00005,-,tet_ribosomoal_protect,RF0135,8.1e-73,247.8,0.0,3.8e-71,242.2,0.0,2.0,1,1,0,1,1,1,1,Elongation factor G-like protein    ,wwGlobalAMR.ERR2607403,ctg_56531,5,wwGlobalAMR.ERR2607403_ctg_56531
235,1119,wwGlobalAMR.ERR2607403_ctg_130137_00005,-,Erm23S_rRNA_methyltrans,RF0067,8.7e-73,246.7,0.4,9.6e-73,246.6,0.4,1.0,1,0,0,1,1,1,1,rRNA adenine N-6-methyltransferase     ,wwGlobalAMR.ERR2607403,ctg_130137,5,wwGlobalAMR.ERR2607403_ctg_130137
236,2409,wwGlobalAMR.ERR2607403_ctg_368295_00006,-,RND_efflux,RF0115,2.6e-72,246.3,6.5,3e-72,246.1,6.5,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepG   ,wwGlobalAMR.ERR2607403,ctg_368295,6,wwGlobalAMR.ERR2607403_ctg_368295
239,2411,wwGlobalAMR.ERR2607403_ctg_71124_00006,-,RND_efflux,RF0115,2e-71,243.4,0.0,2.3e-71,243.2,0.0,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtC    ,wwGlobalAMR.ERR2607403,ctg_71124,6,wwGlobalAMR.ERR2607403_ctg_71124
243,357,wwGlobalAMR.ERR2607403_ctg_242548_00001,-,adeC-adeK-oprM,RF0021,1.2e-70,240.7,21.3,1.5e-70,240.3,21.3,1.0,1,0,0,1,1,1,1,Toxin and drug export protein A  ,wwGlobalAMR.ERR2607403,ctg_242548,1,wwGlobalAMR.ERR2607403_ctg_242548
244,3188,wwGlobalAMR.ERR2607403_ctg_459000_00006,-,tet_ribosomoal_protect,RF0135,2.4e-70,239.6,0.3,2.5e-52,180.1,0.3,2.6,2,1,0,2,2,2,2,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_459000,6,wwGlobalAMR.ERR2607403_ctg_459000
255,358,wwGlobalAMR.ERR2607403_ctg_254251_00002,-,adeC-adeK-oprM,RF0021,2.5e-65,223.2,16.3,3e-65,222.9,16.3,1.0,1,0,0,1,1,1,1,Solvent efflux pump outer membrane protein SrpC ,wwGlobalAMR.ERR2607403,ctg_254251,2,wwGlobalAMR.ERR2607403_ctg_254251
260,359,wwGlobalAMR.ERR2607403_ctg_331164_00011,-,adeC-adeK-oprM,RF0021,7e-64,218.4,25.1,8.2e-64,218.1,25.1,1.0,1,0,0,1,1,1,1,Toxin and drug export protein A  ,wwGlobalAMR.ERR2607403,ctg_331164,11,wwGlobalAMR.ERR2607403_ctg_331164
262,3423,wwGlobalAMR.ERR2607403_ctg_461502_00014,-,vanC,RF0151,1.1e-63,217.5,0.3,1.9e-63,216.7,0.3,1.3,1,1,0,1,1,1,1,D-alanine--D-alanine ligase      ,wwGlobalAMR.ERR2607403,ctg_461502,14,wwGlobalAMR.ERR2607403_ctg_461502
264,360,wwGlobalAMR.ERR2607403_ctg_70708_00001,-,adeC-adeK-oprM,RF0021,4.6e-63,215.7,32.8,5.1e-63,215.5,32.8,1.0,1,0,0,1,1,1,1,Toluene efflux pump outer membrane protein TtgF ,wwGlobalAMR.ERR2607403,ctg_70708,1,wwGlobalAMR.ERR2607403_ctg_70708
265,3567,wwGlobalAMR.ERR2607403_ctg_912241_00003,-,vanT,RF0156,6.5e-63,215.3,0.0,9.1e-63,214.9,0.0,1.1,1,0,0,1,1,1,1,Alanine racemase      ,wwGlobalAMR.ERR2607403,ctg_912241,3,wwGlobalAMR.ERR2607403_ctg_912241
267,361,wwGlobalAMR.ERR2607403_ctg_290979_00004,-,adeC-adeK-oprM,RF0021,1.8e-62,213.7,28.6,2.7e-62,213.1,28.6,1.1,1,0,0,1,1,1,1,Multidrug/solvent efflux pump outer membrane protein MepC ,wwGlobalAMR.ERR2607403,ctg_290979,4,wwGlobalAMR.ERR2607403_ctg_290979
272,3195,wwGlobalAMR.ERR2607403_ctg_178984_00008,-,tet_ribosomoal_protect,RF0135,1.1e-60,207.7,0.0,2.2e-60,206.7,0.0,1.4,1,1,0,1,1,1,1,Peptide chain release factor 3   ,wwGlobalAMR.ERR2607403,ctg_178984,8,wwGlobalAMR.ERR2607403_ctg_178984
273,2414,wwGlobalAMR.ERR2607403_ctg_889091_00004,-,RND_efflux,RF0115,1.3e-60,207.6,0.2,1.5e-60,207.4,0.2,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE   ,wwGlobalAMR.ERR2607403,ctg_889091,4,wwGlobalAMR.ERR2607403_ctg_889091
276,2415,wwGlobalAMR.ERR2607403_ctg_71124_00005,-,RND_efflux,RF0115,3.1e-60,206.3,1.5,3.5e-60,206.2,1.5,1.0,1,0,0,1,1,1,1,Nickel and cobalt resistance protein CnrA  ,wwGlobalAMR.ERR2607403,ctg_71124,5,wwGlobalAMR.ERR2607403_ctg_71124
277,362,wwGlobalAMR.ERR2607403_ctg_480995_00006,-,adeC-adeK-oprM,RF0021,5.4e-60,205.5,6.6,7.6e-60,205.1,6.6,1.1,1,0,0,1,1,1,1,Outer membrane protein OprM    ,wwGlobalAMR.ERR2607403,ctg_480995,6,wwGlobalAMR.ERR2607403_ctg_480995
278,3569,wwGlobalAMR.ERR2607403_ctg_275936_00003,-,vanT,RF0156,1e-59,204.8,4.4,1.1e-59,204.6,4.4,1.0,1,0,0,1,1,1,1,Alanine racemase      ,wwGlobalAMR.ERR2607403,ctg_275936,3,wwGlobalAMR.ERR2607403_ctg_275936
279,41,wwGlobalAMR.ERR2607403_ctg_78142_00010,-,adeA-adeI,RF0019,1.3e-59,204.1,0.1,1.9e-59,203.6,0.1,1.1,1,0,0,1,1,1,1,Efflux pump periplasmic linker BepD   ,wwGlobalAMR.ERR2607403,ctg_78142,10,wwGlobalAMR.ERR2607403_ctg_78142
284,3570,wwGlobalAMR.ERR2607403_ctg_41634_00002,-,vanT,RF0156,9.5e-58,198.3,0.5,1.1e-57,198.0,0.5,1.0,1,0,0,1,1,1,1,Alanine racemase      ,wwGlobalAMR.ERR2607403,ctg_41634,2,wwGlobalAMR.ERR2607403_ctg_41634
285,3571,wwGlobalAMR.ERR2607403_ctg_384475_00002,-,vanT,RF0156,1e-57,198.2,0.0,1.3e-57,197.8,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase      ,wwGlobalAMR.ERR2607403,ctg_384475,2,wwGlobalAMR.ERR2607403_ctg_384475
286,363,wwGlobalAMR.ERR2607403_ctg_784710_00004,-,adeC-adeK-oprM,RF0021,1.4e-57,197.5,24.1,1.8e-57,197.2,24.1,1.0,1,0,0,1,1,1,1,Toxin and drug export protein A  ,wwGlobalAMR.ERR2607403,ctg_784710,4,wwGlobalAMR.ERR2607403_ctg_784710
289,42,wwGlobalAMR.ERR2607403_ctg_426885_00002,-,adeA-adeI,RF0019,2.1e-56,193.6,9.2,2.6e-56,193.3,9.2,1.0,1,0,0,1,1,1,1,Multidrug/solvent efflux pump periplasmic linker protein MepA ,wwGlobalAMR.ERR2607403,ctg_426885,2,wwGlobalAMR.ERR2607403_ctg_426885
293,365,wwGlobalAMR.ERR2607403_ctg_437547_00018,-,adeC-adeK-oprM,RF0021,2.8e-55,190.0,19.6,4.1e-55,189.4,19.6,1.1,1,0,0,1,1,1,1,Toluene efflux pump outer membrane protein TtgF ,wwGlobalAMR.ERR2607403,ctg_437547,18,wwGlobalAMR.ERR2607403_ctg_437547
297,3573,wwGlobalAMR.ERR2607403_ctg_227825_00003,-,vanT,RF0156,5.9e-55,189.0,0.0,7.1e-55,188.8,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase      ,wwGlobalAMR.ERR2607403,ctg_227825,3,wwGlobalAMR.ERR2607403_ctg_227825
299,2417,wwGlobalAMR.ERR2607403_ctg_438072_00001,-,RND_efflux,RF0115,9.4e-55,188.2,0.0,1e-54,188.1,0.0,1.0,1,0,0,1,1,1,1,Cation efflux system protein CusA   ,wwGlobalAMR.ERR2607403,ctg_438072,1,wwGlobalAMR.ERR2607403_ctg_438072
300,366,wwGlobalAMR.ERR2607403_ctg_91403_00009,-,adeC-adeK-oprM,RF0021,2.7e-54,186.8,14.7,3.2e-54,186.5,14.7,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM    ,wwGlobalAMR.ERR2607403,ctg_91403,9,wwGlobalAMR.ERR2607403_ctg_91403
301,45,wwGlobalAMR.ERR2607403_ctg_283006_00006,-,adeA-adeI,RF0019,5.4e-54,185.7,2.0,6.9e-54,185.3,2.0,1.1,1,0,0,1,1,1,1,Multidrug resistance protein MdtA    ,wwGlobalAMR.ERR2607403,ctg_283006,6,wwGlobalAMR.ERR2607403_ctg_283006
302,367,wwGlobalAMR.ERR2607403_ctg_438451_00006,-,adeC-adeK-oprM,RF0021,7.6e-54,185.3,25.9,1.2e-53,184.6,25.9,1.2,1,0,0,1,1,1,1,Toluene efflux pump outer membrane protein TtgC ,wwGlobalAMR.ERR2607403,ctg_438451,6,wwGlobalAMR.ERR2607403_ctg_438451
303,3200,wwGlobalAMR.ERR2607403_ctg_66850_00001,-,tet_ribosomoal_protect,RF0135,8.1e-54,185.0,0.0,6.8e-53,182.0,0.0,1.9,1,1,0,1,1,1,1,Elongation factor G     ,wwGlobalAMR.ERR2607403,ctg_66850,1,wwGlobalAMR.ERR2607403_ctg_66850
304,3574,wwGlobalAMR.ERR2607403_ctg_461502_00018,-,vanT,RF0156,1.7e-53,184.2,0.0,2.2e-53,183.8,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase      ,wwGlobalAMR.ERR2607403,ctg_461502,18,wwGlobalAMR.ERR2607403_ctg_461502
312,46,wwGlobalAMR.ERR2607403_ctg_644705_00003,-,adeA-adeI,RF0019,4.7e-51,176.0,13.5,6.3e-51,175.6,13.5,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtA    ,wwGlobalAMR.ERR2607403,ctg_644705,3,wwGlobalAMR.ERR2607403_ctg_644705
317,3203,wwGlobalAMR.ERR2607403_ctg_379408_00005,-,tet_ribosomoal_protect,RF0135,4.5e-50,172.6,0.0,5e-49,169.2,0.0,2.3,1,1,0,1,1,1,1,Peptide chain release factor RF3   ,wwGlobalAMR.ERR2607403,ctg_379408,5,wwGlobalAMR.ERR2607403_ctg_379408
